,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,단가
26464,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,74.97,201910,16,40400,27,2015,안연로 33,538.8822195544884
24367,부산광역시 금정구 구서동,1049,1049,0,구서동롯데캐슬골드2단지(1049),59.96,201910,18,32300,10,2006,금강로 503,538.692461641094
26471,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,84.91,201910,26,45700,24,2015,안연로 33,538.2169355788482
24800,부산광역시 남구 용호동,197,197,0,GS하이츠자이,130.1762,201910,1,70000,18,2008,신선로 566,537.7327038275814
24462,부산광역시 금정구 부곡동,974,974,0,장전 서희스타힐스,84.6628,201910,21,45500,11,2017,부곡온천천로 170,537.4261186731362
24688,부산광역시 남구 대연동,1808,1808,0,대연비치,84.93,201910,18,45555,4,1984,황령대로 504,536.3829035676439
24803,부산광역시 남구 용호동,197,197,0,GS하이츠자이,130.1762,201910,19,69800,7,2008,신선로 566,536.1963246737884
26774,부산광역시 해운대구 우동,945,945,0,반도보라빌,84.9073,201910,17,45500,23,2006,해운대로 495,535.8785404788516
26459,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,84.91,201910,14,45500,8,2015,안연로 33,535.8615004122012
26510,부산광역시 연제구 연산동,2335,2335,0,연산동 일동 미라주 더 스타,31.7359,201910,13,17000,4,2017,반송로 80,535.6709593866882
25621,부산광역시 북구 화명동,1293-1,1293,1,e편한세상 화명힐스,84.98,201910,21,45500,18,2015,화명대로 68,535.4200988467875
26270,부산광역시 수영구 광안동,745-2,745,2,"협성엠파이어(103,105동)",84.987,201910,25,45500,18,2005,장대골로19번길 31,535.3759986821515
26947,부산광역시 해운대구 좌동,1321,1321,0,벽산1,84.99,201910,24,45500,6,1996,대천로 205,535.3571008353924
24992,부산광역시 동래구 명륜동,782,782,0,명륜2차아이파크,84.8232,201910,14,45400,16,2015,시실로 49,535.2309273877902
26764,부산광역시 해운대구 우동,1008-5,1008,5,동부올림픽타운,59.8,201910,16,32000,1,1999,해운대로 428,535.1170568561873
24779,부산광역시 남구 문현동,1234,1234,0,베스티움,84.6906,201910,21,45300,11,2019,고동골로 29,534.8881694072305
24695,부산광역시 남구 대연동,1808,1808,0,대연비치,84.93,201910,26,45415,3,1984,황령대로 504,534.7344872247733
26470,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,101.95,201910,23,54500,18,2015,안연로 33,534.5757724374694
24502,부산광역시 금정구 장전동,717,717,0,벽산블루밍 장전 디자인시티 2단지,104.86,201910,3,56000,17,2012,금강로 225,534.045393858478
25432,부산광역시 부산진구 전포동,587,587,0,서면롯데캐슬스카이,59.9438,201910,1,32000,8,2004,전포대로275번길 20,533.8333572446192
25433,부산광역시 부산진구 전포동,587,587,0,서면롯데캐슬스카이,59.9438,201910,3,32000,22,2004,전포대로275번길 20,533.8333572446192
24744,부산광역시 남구 대연동,Mar-93,93,3,부산대연동푸르지오,73.13,201910,2,39000,12,2005,수영로325번길 12,533.2968685901819
25125,부산광역시 동래구 안락동,1258,1258,0,안락 경동리인 아파트,55.3581,201910,15,29500,10,2015,온천천로471번길 10,532.8940118970846
25893,부산광역시 사하구 괴정동,950-2,950,2,괴정어반푸르지오,63.4274,201910,7,33800,14,2019,사하로 189,532.8927245953641
26525,부산광역시 연제구 연산동,2262,2262,0,연산자이,84.867,201910,23,45200,20,2010,과정로343번길 43,532.5980652079136
24680,부산광역시 남구 대연동,1808,1808,0,대연비치,84.93,201910,2,45215,14,1984,황령대로 504,532.3796067349582
25633,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,59.89,201910,3,31800,9,2004,화명신도시로 39,530.9734513274336
26822,부산광역시 해운대구 우동,1529,1529,0,해운대자이 2단지,84.8455,201910,2,45000,3,2013,해운대로 435,530.3758007201325
24988,부산광역시 동래구 명륜동,782,782,0,명륜2차아이파크,84.9138,201910,3,45000,8,2015,시실로 49,529.9491955371212
25177,부산광역시 동래구 온천동,104-2,104,2,로즈타운,80.45,201910,4,42620,5,2000,금강로131번나길 7,529.7700435052827
26462,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,101.95,201910,15,54000,33,2015,안연로 33,529.6714075527219
25623,부산광역시 북구 화명동,1293-1,1293,1,e편한세상 화명힐스,84.98,201910,25,45000,22,2015,화명대로 68,529.5363614968228
24511,부산광역시 금정구 장전동,646-8,646,8,장전 삼정그린코아 더베스트,84.9801,201910,7,45000,11,2018,식물원로9번길 15,529.5357383669824
24358,부산광역시 금정구 구서동,1059,1059,0,구서동 쌍용예가 2단지,84.9998,201910,5,45000,1,2010,금샘로 262,529.4130103835539
25022,부산광역시 동래구 명륜동,753,753,0,쌍용예가,119.24082,201910,9,63000,8,2007,동래로 53,528.3425592007837
26728,부산광역시 해운대구 우동,974,974,0,경동,59.535,201910,16,31400,18,1995,해운대해변로 85,527.4208448811623
26879,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.98,201910,25,44800,29,2006,해운대로76번길 55,527.1828665568369
24362,부산광역시 금정구 구서동,1059,1059,0,구서동 쌍용예가 2단지,84.9998,201910,21,44800,3,2010,금샘로 262,527.0600636707381
24778,부산광역시 남구 문현동,1234,1234,0,베스티움,84.6906,201910,19,44500,6,2019,고동골로 29,525.4420207201272
26457,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,101.95,201910,12,53500,22,2015,안연로 33,524.7670426679745
25301,부산광역시 부산진구 범전동,450,450,0,삼한골든뷰 센트럴파크,84.9704,201910,11,44500,2,2019,중앙대로 821,523.7117866927778
26226,부산광역시 서구 토성동1가,01월 25일,25,1,토성동 경동리인타워,82.1611,201910,23,43000,24,2018,보수대로 27,523.3620289893879
26388,부산광역시 연제구 거제동,1479,1479,0,거제2차현대홈타운,59.676,201910,19,31200,21,2002,법원북로 16,522.8232455258395
26493,부산광역시 연제구 연산동,2317,2317,0,센텀리버 SK VIEW,64.0118,201910,22,33450,26,2017,좌수영로 225,522.5599030178811
25355,부산광역시 부산진구 부암동,739,739,0,서면 동일파크스위트 2차,69.3315,201910,25,36200,11,2017,동평로 128,522.1291909161059
26235,부산광역시 수영구 광안동,142-6,142,6,광안 협성엠파이어Ⅱ,50.7624,201910,1,26500,12,2013,수영로588번길 7,522.0399350700519
26523,부산광역시 연제구 연산동,2262,2262,0,연산자이,84.867,201910,9,44300,7,2010,과정로343번길 43,521.9932364758976
26854,부산광역시 해운대구 재송동,1197,1197,0,더샵센텀파크2차,127.489,201910,5,66500,30,2005,센텀중앙로 142,521.6136294111649
26399,부산광역시 연제구 거제동,1468-1,1468,1,거제동월드메르디앙,101.9945,201910,9,53000,23,2005,거제천로 233,519.6358627180878
24746,부산광역시 남구 대연동,Mar-93,93,3,부산대연동푸르지오,73.13,201910,18,38000,8,2005,수영로325번길 12,519.6225899083823
26384,부산광역시 연제구 거제동,1479,1479,0,거제2차현대홈타운,59.676,201910,5,31000,24,2002,법원북로 16,519.4718144647765
26773,부산광역시 해운대구 우동,945,945,0,반도보라빌,84.9073,201910,4,44100,15,2006,해운대로 495,519.3899700025793
25886,부산광역시 사하구 괴정동,550-7,550,7,괴정동 천아하늘정원 2차,49.54,201910,5,25700,9,2016,장평로449번길 26,518.7727089220832
25436,부산광역시 부산진구 전포동,587,587,0,서면롯데캐슬스카이,84.8167,201910,22,44000,37,2004,전포대로275번길 20,518.7657619313178
24995,부산광역시 동래구 명륜동,782,782,0,명륜2차아이파크,84.8232,201910,19,44000,2,2015,시실로 49,518.7260089220873
24985,부산광역시 동래구 명륜동,756-1,756,1,동래센트럴파크하이츠2차,84.9217,201910,10,44000,20,2010,문화로 33,518.1243427769346
24473,부산광역시 금정구 장전동,739,739,0,금정산 2차 쌍용 예가,84.964,201910,1,44000,9,2014,수림로72번길 21,517.8663904712585
26416,부산광역시 연제구 거제동,1475,1475,0,쌍용,84.971,201910,19,44000,15,2002,법원북로 13,517.8237280954678
25124,부산광역시 동래구 안락동,1258,1258,0,안락 경동리인 아파트,84.9844,201910,7,44000,27,2015,충렬대로446번길 67,517.7420797228668
24363,부산광역시 금정구 구서동,1059,1059,0,구서동 쌍용예가 2단지,157.7983,201910,29,81500,24,2010,금샘로 262,516.4821167274932
26400,부산광역시 연제구 거제동,1468-1,1468,1,거제동월드메르디앙,84.9171,201910,12,43800,4,2005,거제천로 233,515.7971715944138
26164,부산광역시 서구 서대신동1가,May-54,54,5,서대신부백더자연애아파트,39.82,201910,8,20524,6,2019,대영로46번길 7,515.4193872425917
25884,부산광역시 사하구 괴정동,952-1,952,1,괴정 협성휴포레 아파트,84.9916,201910,18,43800,18,2016,사하로 183,515.3450458633558
25122,부산광역시 동래구 안락동,1258,1258,0,안락 경동리인 아파트,55.3581,201910,5,28500,4,2015,온천천로471번길 10,514.829808103963
26402,부산광역시 연제구 거제동,1468-1,1468,1,거제동월드메르디앙,101.9945,201910,19,52500,16,2005,거제천로 233,514.7336375981058
26836,부산광역시 해운대구 재송동,1196,1196,0,더샵센텀스타,135.65,201910,29,69800,23,2008,센텀동로 123,514.5595281975673
26453,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,84.98,201910,3,43700,2,2015,안연로 33,514.2386443869145
26806,부산광역시 해운대구 우동,1407,1407,0,해운대두산위브더제니스,111.07,201910,18,57000,3,2011,마린시티2로 33,513.1898802556947
26761,부산광역시 해운대구 우동,1008-5,1008,5,동부올림픽타운,84.96,201910,12,43600,6,1999,해운대로 428,513.1826741996234
26369,부산광역시 수영구 수영동,552,552,0,수영강동원로얄듀크,80.5079,201910,2,41300,17,2014,수미로14번길 35,512.9931348352148
25439,부산광역시 부산진구 전포동,587,587,0,서면롯데캐슬스카이,84.8167,201910,31,43500,32,2004,전포대로275번길 20,512.8706964548255
26397,부산광역시 연제구 거제동,1468-1,1468,1,거제동월드메르디앙,127.165,201910,5,65200,17,2005,거제천로 233,512.7196948845988
25637,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,59.89,201910,10,30700,26,2004,화명신도시로 39,512.6064451494407
25620,부산광역시 북구 화명동,1293-1,1293,1,e편한세상 화명힐스,84.98,201910,4,43500,20,2015,화명대로 68,511.88514944692866
25004,부산광역시 동래구 명륜동,788,788,0,명륜2차아이파크,84.9138,201910,23,43400,12,2015,시실로 73-6,511.10655747357913
24260,부산광역시 강서구 명지동,3423,3423,0,명지 대방노블랜드 오션뷰1차,84.9145,201910,9,43400,14,2015,명지국제5로 30,511.1023441226174
26387,부산광역시 연제구 거제동,1479,1479,0,거제2차현대홈타운,59.676,201910,13,30500,12,2002,법원북로 16,511.09323681211873
24433,부산광역시 금정구 부곡동,244-7,244,7,대우,40.95,201910,12,20900,20,1999,부산대학로 10,510.3785103785103
26468,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,101.95,201910,22,52000,7,2015,안연로 33,510.0539480137322
25126,부산광역시 동래구 안락동,1258,1258,0,안락 경동리인 아파트,55.3581,201910,15,28150,5,2015,충렬대로446번길 67,508.50733677637055
26374,부산광역시 수영구 수영동,541,541,0,현대,68.85,201910,12,35000,1,1988,수영로741번길 20,508.35148874364563
25059,부산광역시 동래구 사직동,1028,1028,0,사직KCC스위첸 2단지,84.9921,201910,2,43200,2,2016,사직북로 64,508.28253449438245
26768,부산광역시 해운대구 우동,1410-1,1410,1,두산위브포세이돈,166.65,201910,7,84500,37,2007,마린시티1로 91,507.05070507050704
25003,부산광역시 동래구 명륜동,788,788,0,명륜2차아이파크,84.8232,201910,4,43000,8,2015,시실로 73-6,506.93678144658537
26454,부산광역시 연제구 연산동,2311,2311,0,더샵 파크시티,84.96,201910,3,43000,9,2015,안연로 33,506.12052730696803
24359,부산광역시 금정구 구서동,1059,1059,0,구서동 쌍용예가 2단지,132.3946,201910,9,67000,12,2010,금샘로 262,506.0629361016235
26372,부산광역시 수영구 수영동,436-1,436,1,한주1,84.97,201910,21,43000,1,1994,평화로290번길 11,506.06096269271507
25121,부산광역시 동래구 안락동,1258,1258,0,안락 경동리인 아파트,84.9844,201910,4,43000,2,2015,온천천로471번길 10,505.9752142746199
24982,부산광역시 동래구 명륜동,756,756,0,동래 센트럴파크 하이츠 1차,107.7205,201910,9,54500,12,2011,문화로 15,505.93898097390934
27002,부산광역시 해운대구 중동,899,899,0,해운대중동금호어울림,84.9963,201910,19,43000,12,2006,좌동순환로 480,505.90437466101463
27001,부산광역시 해운대구 중동,899,899,0,해운대중동금호어울림,84.9963,201910,5,43000,17,2006,좌동순환로 480,505.90437466101463
24360,부산광역시 금정구 구서동,1059,1059,0,구서동 쌍용예가 2단지,132.0678,201910,17,66800,21,2010,금샘로 262,505.80080837266917
26492,부산광역시 연제구 연산동,2317,2317,0,센텀리버 SK VIEW,84.9554,201910,12,42900,13,2017,좌수영로 225,504.97084352495546
25165,부산광역시 동래구 온천동,707,707,0,동래럭키,132.492,201910,19,66900,3,1983,충렬대로107번길 54,504.9361470881261
26876,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.98,201910,23,42900,24,2006,해운대로76번길 55,504.824664626971
26419,부산광역시 연제구 거제동,1513,1513,0,온천천2차동원로얄듀크,78.2467,201910,15,39500,9,2013,거제천로269번길 41,504.8136215329209
25715,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,115.95,201910,3,58500,20,2012,금곡대로 166,504.52781371280724
25718,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,115.03,201910,7,58000,3,2012,금곡대로 166,504.2162914022429
24696,부산광역시 남구 대연동,1808,1808,0,대연비치,106.68,201910,30,53745,9,1984,황령대로 504,503.79640044994375
26885,부산광역시 해운대구 재송동,1324,1324,0,센텀협성르네상스타운,73.4795,201910,28,37000,6,2013,해운대로38번길 60,503.5418041766751
24452,부산광역시 금정구 부곡동,977,977,0,온천장역동원로얄듀크,84.9207,201910,7,42700,20,2018,부곡로42번길 25,502.82204456628364
26350,부산광역시 수영구 민락동,336-48,336,48,민락동센텀메르빌,68.2215,201910,22,34300,11,2014,광안해변로 446,502.77405216830465
26385,부산광역시 연제구 거제동,1479,1479,0,거제2차현대홈타운,59.676,201910,9,30000,20,2002,법원북로 16,502.71465915946106
25110,부산광역시 동래구 안락동,1251,1251,0,강변뜨란채,59.69,201910,4,30000,20,2006,안남로 79,502.59674987435085
26875,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.842,201910,22,42600,14,2006,해운대로76번길 55,502.1098041064567
26386,부산광역시 연제구 거제동,1479,1479,0,거제2차현대홈타운,84.717,201910,10,42500,13,2002,법원북로 16,501.670266888582
25622,부산광역시 북구 화명동,1293-1,1293,1,e편한세상 화명힐스,84.98,201910,23,42600,8,2015,화명대로 68,501.2944222169922
26174,부산광역시 서구 서대신동3가,762,762,0,대신 롯데캐슬,84.7855,201910,16,42500,7,2014,대티로 161,501.26495686172757
24702,부산광역시 남구 대연동,1893,1893,0,대연파크푸르지오,84.9866,201910,17,42600,11,2018,홍곡로 360,501.2554920422749
25434,부산광역시 부산진구 전포동,587,587,0,서면롯데캐슬스카이,84.8167,201910,8,42500,31,2004,전포대로275번길 20,501.080565501841
25720,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,131.78,201910,8,66000,17,2012,금곡대로 166,500.8347245409015
24482,부산광역시 금정구 장전동,732,732,0,금정산쌍용예가,84.86,201910,24,42500,20,2012,금강로379번길 50,500.82488805090736
26481,부산광역시 연제구 연산동,2307,2307,0,부산 센텀 푸르지오,59.9723,201910,16,30000,18,2015,고분로 280,500.23093995061055
26480,부산광역시 연제구 연산동,2307,2307,0,부산 센텀 푸르지오,59.9723,201910,12,30000,11,2015,고분로 280,500.23093995061055
25357,부산광역시 부산진구 부암동,746,746,0,서면 동일파크스위트 3차,84.9789,201910,7,42500,25,2017,동평로 162,500.1241484650896
26874,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.98,201910,3,42500,20,2006,해운대로76번길 55,500.1176747469993
26433,부산광역시 연제구 거제동,1515,1515,0,일동미라주 리버,84.9952,201910,7,42500,3,2014,세병로 74,500.02823688867136
25717,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,115.03,201910,3,57500,11,2012,금곡대로 166,499.86959923498216
25719,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,98.07,201910,7,49000,15,2012,금곡대로 166,499.6431120628123
25196,부산광역시 부산진구 가야동,128-1,128,1,가야동원로얄듀크,57.0559,201910,23,28500,24,2013,가야대로 531,499.5101295396269
24451,부산광역시 금정구 부곡동,977,977,0,온천장역동원로얄듀크,84.9207,201910,2,42400,17,2018,부곡로42번길 25,499.2893369932184
24461,부산광역시 금정구 부곡동,974,974,0,장전 서희스타힐스,75.8042,201910,15,37800,8,2017,부곡온천천로 170,498.65310893063975
25178,부산광역시 동래구 온천동,104-2,104,2,로즈타운,80.45,201910,23,40100,9,2000,금강로131번나길 7,498.44623990055936
25708,부산광역시 북구 화명동,2337,2337,0,화명2차동원로얄듀크비스타,84.9848,201910,18,42300,19,2015,금곡대로 175,497.7360657435212
24987,부산광역시 동래구 명륜동,756-1,756,1,동래센트럴파크하이츠2차,131.7788,201910,31,65400,17,2010,문화로 33,496.2862008153057
26942,부산광역시 해운대구 좌동,1321,1321,0,벽산1,59.73,201910,4,29600,12,1996,대천로 205,495.5633684915453
26792,부산광역시 해운대구 우동,1100,1100,0,센텀삼환Nauville,84.84,201910,31,42000,10,1996,해운대로 361,495.049504950495
25356,부산광역시 부산진구 부암동,739,739,0,서면 동일파크스위트 2차,59.8508,201910,28,29600,10,2017,동평로 128,494.56314702560366
24364,부산광역시 금정구 구서동,1051,1051,0,구서동롯데캐슬골드1단지(1051),84.98,201910,7,42000,6,2006,금강로 502,494.2339373970346
24686,부산광역시 남구 대연동,1808,1808,0,대연비치,128.04,201910,16,63210,11,1984,황령대로 504,493.6738519212746
24446,부산광역시 금정구 부곡동,Nov-63,63,11,에스케이,59.91,201910,12,29500,19,1998,수림로 12,492.4052745785345
24432,부산광역시 금정구 부곡동,244-7,244,7,대우,59.93,201910,11,29500,22,1999,부산대학로 10,492.2409477724011
26370,부산광역시 수영구 수영동,552,552,0,수영강동원로얄듀크,84.9394,201910,11,41800,5,2014,수미로14번길 35,492.115555325326
26491,부산광역시 연제구 연산동,2317,2317,0,센텀리버 SK VIEW,64.0118,201910,4,31500,20,2017,좌수영로 225,492.09676965809433
25354,부산광역시 부산진구 부암동,739,739,0,서면 동일파크스위트 2차,59.8508,201910,16,29450,6,2017,동평로 128,492.05691486162254
24846,부산광역시 남구 용호동,176-30,176,30,엘지메트로시티1,59.97,201910,15,29500,14,2001,분포로 111,491.91262297815575
24817,부산광역시 남구 용호동,176-30,176,30,LG메트로시티5,59.99,201910,24,29500,5,2004,분포로 113,491.7486247707951
26415,부산광역시 연제구 거제동,1475,1475,0,쌍용,59.991,201910,8,29500,15,2002,법원북로 13,491.7404277308263
25726,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,116.03,201910,17,57000,12,2012,금곡대로 166,491.252262345945
24983,부산광역시 동래구 명륜동,756,756,0,동래 센트럴파크 하이츠 1차,156.7997,201910,15,77000,12,2011,문화로 15,491.0723681231533
24361,부산광역시 금정구 구서동,1059,1059,0,구서동 쌍용예가 2단지,132.0678,201910,19,64800,9,2010,금샘로 262,490.65707159504433
25162,부산광역시 동래구 온천동,707,707,0,동래럭키,132.492,201910,7,65000,2,1983,충렬대로107번길 54,490.59565860580267
25166,부산광역시 동래구 온천동,707,707,0,동래럭키,132.492,201910,22,65000,12,1983,충렬대로107번길 54,490.59565860580267
24460,부산광역시 금정구 부곡동,974,974,0,장전 서희스타힐스,84.6628,201910,11,41500,18,2017,부곡온천천로 170,490.17986648209126
24681,부산광역시 남구 대연동,1808,1808,0,대연비치,106.68,201910,4,52215,15,1984,황령대로 504,489.45444319460063
25159,부산광역시 동래구 온천동,1457-1,1457,1,동래대우,59.9467,201910,9,29300,18,2002,충렬대로140번길 32,488.7675218152125
25190,부산광역시 동래구 온천동,154-18,154,18,포르투나,71.2189,201910,10,34800,10,2019,온천장로 115,488.6343372335152
25705,부산광역시 북구 화명동,2288,2288,0,코오롱하늘채2차,84.935,201910,26,41500,9,2002,화명신도시로 100,488.6089362453641
25360,부산광역시 부산진구 부암동,746,746,0,서면 동일파크스위트 3차,84.9789,201910,15,41500,24,2017,동평로 162,488.3565214423816
26382,부산광역시 연제구 거제동,1481,1481,0,거제1차현대홈타운,84.96,201910,23,41400,19,2001,법원북로 34,487.2881355932204
24697,부산광역시 남구 대연동,1808,1808,0,대연비치,128.08,201910,31,62380,13,1984,황령대로 504,487.03935040599623
26206,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,2,2011,구덕로165번길 3,486.95652173913044
26186,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,6,2011,구덕로165번길 3,486.95652173913044
26192,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,4,2011,구덕로165번길 3,486.95652173913044
26197,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,5,2011,구덕로165번길 3,486.95652173913044
26187,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,5,2011,구덕로165번길 3,486.95652173913044
26182,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,3,2011,구덕로165번길 3,486.95652173913044
26191,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,4,2011,구덕로165번길 3,486.95652173913044
26207,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,2,2011,구덕로165번길 3,486.95652173913044
26210,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,3,2011,구덕로165번길 3,486.95652173913044
26185,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.25,201910,15,8400,6,2011,구덕로165번길 3,486.95652173913044
26194,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,5,2011,구덕로165번길 3,486.8270332187858
26205,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,2,2011,구덕로165번길 3,486.8270332187858
26204,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,2,2011,구덕로165번길 3,486.8270332187858
26208,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,3,2011,구덕로165번길 3,486.8270332187858
26209,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,3,2011,구덕로165번길 3,486.8270332187858
26183,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,4,2011,구덕로165번길 3,486.8270332187858
26184,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,4,2011,구덕로165번길 3,486.8270332187858
26196,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,5,2011,구덕로165번길 3,486.8270332187858
26195,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,5,2011,구덕로165번길 3,486.8270332187858
26203,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,2,2011,구덕로165번길 3,486.8270332187858
26189,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,6,2011,구덕로165번길 3,486.8270332187858
26201,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,3,2011,구덕로165번길 3,486.8270332187858
26188,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,6,2011,구덕로165번길 3,486.8270332187858
26202,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,2,2011,구덕로165번길 3,486.8270332187858
26199,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,4,2011,구덕로165번길 3,486.8270332187858
26198,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,4,2011,구덕로165번길 3,486.8270332187858
26193,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,5,2011,구덕로165번길 3,486.8270332187858
26200,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,17.46,201910,15,8500,3,2011,구덕로165번길 3,486.8270332187858
26190,부산광역시 서구 아미동1가,01월 24일,24,1,리더스빌,35.13,201910,15,17100,6,2011,구덕로165번길 3,486.76345004269854
26490,부산광역시 연제구 연산동,2317,2317,0,센텀리버 SK VIEW,64.0118,201910,2,31100,13,2017,좌수영로 225,485.8479217894201
26318,부산광역시 수영구 남천동,04월 29일,29,4,정원 센텀뷰남천,84.49,201910,31,41030,10,2019,남천바다로10번길 70,485.61959995265715
26317,부산광역시 수영구 남천동,04월 29일,29,4,정원 센텀뷰남천,84.49,201910,6,41030,11,2019,남천바다로10번길 70,485.61959995265715
26509,부산광역시 연제구 연산동,2335,2335,0,연산동 일동 미라주 더 스타,77.86,201910,5,37800,24,2017,반송로 80,485.48677112766507
25704,부산광역시 북구 화명동,2288,2288,0,코오롱하늘채2차,59.808,201910,16,29000,21,2002,화명신도시로 100,484.8849652220439
25703,부산광역시 북구 화명동,2288,2288,0,코오롱하늘채2차,59.808,201910,5,29000,20,2002,화명신도시로 100,484.8849652220439
26833,부산광역시 해운대구 재송동,1223,1223,0,더샵센텀누리,84.982,201910,5,41200,13,2014,해운대로 253,484.8085476924525
26522,부산광역시 연제구 연산동,2262,2262,0,연산자이,84.6588,201910,8,41000,7,2010,과정로343번길 43,484.29696617480994
25519,부산광역시 북구 금곡동,1918,1918,0,신화명리버뷰자이아파트,59.895,201910,16,29000,29,2015,금곡대로470번길 29,484.18064946990563
24436,부산광역시 금정구 부곡동,244-7,244,7,대우,59.93,201910,26,29000,2,1999,부산대학로 10,483.8978808610045
24431,부산광역시 금정구 부곡동,244-7,244,7,대우,59.93,201910,3,29000,7,1999,부산대학로 10,483.8978808610045
25887,부산광역시 사하구 괴정동,550-7,550,7,괴정동 천아하늘정원 2차,79.36,201910,9,38400,11,2016,장평로449번길 26,483.8709677419355
24516,부산광역시 금정구 장전동,713,713,0,장전동 금정산 SK VIEW,150.13,201910,7,72500,21,2010,식물원로 64,482.91480716712186
26582,부산광역시 영도구 동삼동,1189,1189,0,롯데캐슬 블루오션,74.97,201910,28,36200,18,2017,절영로 524,482.859810590903
26371,부산광역시 수영구 수영동,432-1,432,1,수영협성르네상스타운,84.9468,201910,19,41000,23,2004,수영로741번길 46,482.6550264400778
25518,부산광역시 북구 금곡동,1918,1918,0,신화명리버뷰자이아파트,59.895,201910,9,28900,26,2015,금곡대로470번길 29,482.51106102345767
26960,부산광역시 해운대구 좌동,1398,1398,0,엘지,84.973,201910,3,41000,15,1996,대천로103번길 61,482.50620785425957
26482,부산광역시 연제구 연산동,2307,2307,0,부산 센텀 푸르지오,84.9787,201910,18,41000,26,2015,고분로 280,482.47384344547515
25624,부산광역시 북구 화명동,1293-1,1293,1,e편한세상 화명힐스,84.98,201910,25,41000,5,2015,화명대로 68,482.46646269710516
26880,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.98,201910,28,41000,7,2006,해운대로76번길 55,482.46646269710516
25707,부산광역시 북구 화명동,2337,2337,0,화명2차동원로얄듀크비스타,84.9848,201910,10,41000,17,2015,금곡대로 175,482.4392126592049
26269,부산광역시 수영구 광안동,745-2,745,2,"협성엠파이어(103,105동)",84.987,201910,21,41000,2,2005,장대골로19번길 31,482.42672408721336
