,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,단가
25478,부산광역시 북구 구포동,1103-2,1103,2,구포현대,84.91,201910,17,19400,2,1994,백양대로 1003,228.4772111647627
24597,부산광역시 기장군 정관읍 모전리,755,755,0,정관현진에버빌,116.024,201910,10,26500,7,2009,40,228.40102047852167
24598,부산광역시 기장군 정관읍 모전리,755,755,0,정관현진에버빌,116.024,201910,25,26500,9,2009,40,228.40102047852167
25090,부산광역시 동래구 사직동,597,597,0,한신,84.94,201910,4,19400,4,1999,쇠미로81번길 33,228.39651518719097
25683,부산광역시 북구 화명동,188,188,0,벽산강변타운,74.48,201910,16,17000,2,1995,양달로9번길 21,228.24919441460793
25034,부산광역시 동래구 명장동,152-51,152,51,삼정그린빌라,84.61,201910,25,19300,4,2004,명장로106번길 19,228.10542489067487
25844,부산광역시 사상구 주례동,530-5,530,5,현대무지개타운,105.24,201910,9,24000,1,1993,주례로 93,228.0501710376283
26554,부산광역시 연제구 연산동,1873-30,1873,30,한독,81.15,201910,5,18500,3,1979,봉수로 15,227.9728897104128
25032,부산광역시 동래구 명장동,461-1,461,1,명장일양타운,73.33,201910,7,16700,4,1992,명장로63번다길 6,227.73762443747444
25813,부산광역시 사상구 주례동,10월 21일,10,21,반도보라매머드,84.99,201910,11,19350,11,1996,백양대로 372-22,227.67384398164492
26477,부산광역시 연제구 연산동,460,460,0,무궁화,59.4,201910,20,13500,2,1983,온천천남로160번길 23,227.27272727272728
26660,부산광역시 중구 영주동,13-28,13,28,세광플러스빌,79.25,201910,21,18000,8,2002,중동길 46,227.12933753943219
24549,부산광역시 기장군 기장읍 동부리,151-5,151,5,한신,84.985,201910,18,19300,11,1995,차성로344번길 13,227.0988998058481
26051,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,84.9961,201910,9,19300,21,2005,하신중앙로 2,227.06924200051532
24340,부산광역시 강서구 신호동,205-1,205,1,부산신호윌더하임,84.998,201910,2,19300,4,2005,신호산단3로 55,227.06416621567564
26255,부산광역시 수영구 광안동,1046-7,1046,7,상아,136.58,201910,25,31000,11,1988,광서로 54,226.97320251867035
26868,부산광역시 해운대구 재송동,1023,1023,0,센텀삼익아파트,70.58,201910,23,16000,12,1981,해운대로61번가길 6,226.6931141966563
25755,부산광역시 사상구 덕포동,761-1,761,1,자유,39.72,201910,2,9000,13,1989,백양대로 820,226.58610271903325
25376,부산광역시 부산진구 부암동,560-14,560,14,협성피닉스타운,84.78,201910,3,19200,11,1993,당감로 118,226.46850672328378
26090,부산광역시 사하구 하단동,1175,1175,0,가락타운2,122.76,201910,21,27800,5,1992,하신번영로 233,226.45812968393614
25479,부산광역시 북구 구포동,1103-2,1103,2,구포현대,78.18,201910,23,17700,4,1994,백양대로 1003,226.40061396776667
26108,부산광역시 사하구 하단동,529-14,529,14,한울엠비시어스,73.95,201910,28,16700,12,2004,승학로3번길 25,225.82826233941853
25525,부산광역시 북구 금곡동,Jan-96,96,1,유림2차(1),88.57,201910,21,20000,15,1994,효열로 193,225.8100937111889
26621,부산광역시 영도구 영선동4가,245-1,245,1,영도대원,78.01,201910,16,17600,7,1991,남항새싹길 79,225.61210101269066
25495,부산광역시 북구 구포동,1293,1293,0,유림노르웨이숲,59.8889,201910,26,13500,4,2005,낙동북로 737,225.41739788174436
25492,부산광역시 북구 구포동,1293,1293,0,유림노르웨이숲,59.8889,201910,7,13500,2,2005,낙동북로 737,225.41739788174436
26673,부산광역시 해운대구 반송동,892,892,0,벽산삼협,59.916,201910,11,13500,18,1997,신반송로 29,225.3154416182656
24633,부산광역시 남구 감만동,225-2,225,2,감만현대1차,59.92,201910,8,13500,10,1996,우암로2번길 5,225.3004005340454
26569,부산광역시 영도구 동삼동,510-33,510,33,국제마마뉴비치타운,85.76,201910,3,19300,10,1995,중리로 32,225.04664179104475
24352,부산광역시 강서구 지사동,1186,1186,0,협성 · DS 엘리시안,59.9931,201910,23,13500,14,2015,과학산단로306번길 10,225.02587797596723
26075,부산광역시 사하구 장림동,185-1,185,1,장림3차동원,59.6,201910,21,13400,17,1999,다대로227번길 37,224.83221476510067
26488,부산광역시 연제구 연산동,1507-1,1507,1,세화,68.59,201910,1,15400,3,1977,시청로31번길 4,224.52252514943868
25234,부산광역시 부산진구 개금동,566-51,566,51,대동,59.8,201910,16,13400,13,1999,진사로89번길 73,224.08026755852845
26069,부산광역시 사하구 장림동,16,16,0,신세대지큐빌,49.14,201910,25,11000,20,2003,다대로277번길 85,223.85022385022384
25480,부산광역시 북구 구포동,1103-2,1103,2,구포현대,84.91,201910,25,19000,8,1994,백양대로 1003,223.76634083146863
25575,부산광역시 북구 만덕동,925-1,925,1,동원,84.96,201910,23,19000,1,1992,덕천로234번길 7,223.6346516007533
26243,부산광역시 수영구 광안동,540-4,540,4,동양맨션,49.2,201910,2,11000,4,1979,장대골로68번길 17,223.5772357723577
24339,부산광역시 강서구 신호동,205-1,205,1,부산신호윌더하임,84.998,201910,1,19000,3,2005,신호산단3로 55,223.53467140403302
25447,부산광역시 부산진구 전포동,191-661,191,661,화신,83.99,201910,3,18750,12,1993,진남로356번길 90,223.24086200738185
25221,부산광역시 부산진구 개금동,01월 07일,1,7,개금우드빌,44.87,201910,2,10000,16,1994,백양관문로77번길 81,222.86605749944286
24535,부산광역시 기장군 기장읍 교리,05월 14일,14,5,태영,59.75,201910,7,13300,13,1995,차성로441번길 7,222.5941422594142
25661,부산광역시 북구 화명동,295,295,0,도시화명그린(295),49.42,201910,2,11000,7,1996,양달로 69,222.5819506272764
25155,부산광역시 동래구 온천동,1241-1,1241,1,경보이리스힐,75.0298,201910,11,16700,1,2004,쇠미로 185,222.57822891704365
25931,부산광역시 사하구 다대동,80-14,80,14,다대다해,44.94,201910,28,10000,4,1986,다송로 7,222.51891410769917
25999,부산광역시 사하구 다대동,1552-19,1552,19,성원,134.96,201910,24,30000,12,1998,다대낙조1길 42,222.28808535862476
25618,부산광역시 북구 만덕동,670-1,670,1,협성파크,72.0,201910,10,16000,3,1997,만덕1로 82,222.22222222222223
25619,부산광역시 북구 만덕동,670-1,670,1,협성파크,72.0,201910,30,16000,20,1997,만덕1로 82,222.22222222222223
25978,부산광역시 사하구 다대동,1550,1550,0,몰운대,49.08,201910,8,10900,7,1996,다대낙조2길 215,222.08638956805217
24350,부산광역시 강서구 지사동,1186,1186,0,협성 · DS 엘리시안,59.9328,201910,19,13300,8,2015,과학산단로306번길 10,221.9152117037749
26642,부산광역시 영도구 청학동,7-46,7,46,혜광마린팰리스,84.87,201910,7,18800,14,2003,산업로 10,221.51525863084717
26074,부산광역시 사하구 장림동,185-1,185,1,장림3차동원,59.6,201910,14,13200,9,1999,다대로227번길 37,221.47651006711408
25784,부산광역시 사상구 엄궁동,225-1,225,1,신엄궁대동,84.95,201910,14,18800,12,1998,엄궁남로 43,221.30665097115948
26097,부산광역시 사하구 하단동,1175,1175,0,가락타운3,84.93,201910,28,18750,5,1992,하신중앙로 265,220.77004592016954
25659,부산광역시 북구 화명동,206,206,0,도시화명그린(206),49.83,201910,18,11000,10,1996,양달로 53,220.7505518763797
25542,부산광역시 북구 덕천동,814-4,814,4,기비골마을,44.87,201910,5,9900,3,1994,만덕1로104번길 29,220.6373969244484
25511,부산광역시 북구 금곡동,Oct-97,97,10,금곡화목타운,68.12,201910,22,15000,14,1994,효열로220번길 22,220.1996476805637
26070,부산광역시 사하구 장림동,16,16,0,신세대지큐빌,59.075,201910,25,13000,1,2003,다대로277번길 85,220.05924672027083
25429,부산광역시 부산진구 전포동,892-21,892,21,서면노르웨이아침,30.49,201910,29,6700,16,2004,동천로 10-1,219.74417841915383
25801,부산광역시 사상구 주례동,316,316,0,대성,49.16,201910,22,10800,5,1988,양지로 3,219.69080553295365
24902,부산광역시 동구 수정동,1006-14,1006,14,대근아트빌라-1,77.55,201910,4,17000,6,2000,고관로63번길 10,219.21341070277242
26334,부산광역시 수영구 망미동,941-1,941,1,로얄베스토피아,84.42,201910,7,18500,9,1993,과정로85번길 70,219.14238332148778
26658,부산광역시 중구 영주동,160,160,0,동아(160-0),57.09,201910,14,12500,11,1998,영주로 65,218.9525310912594
26489,부산광역시 연제구 연산동,1507-1,1507,1,세화,68.59,201910,2,15000,1,1977,시청로31번길 4,218.69077124945326
24738,부산광역시 남구 대연동,1781-66,1781,66,마마(1781-66),59.475,201910,7,13000,1,1988,진남로127번길 76,218.5792349726776
26530,부산광역시 연제구 연산동,1777-11,1777,11,연산훼미리타운,84.68,201910,13,18500,4,1995,쌍미천로 58,218.4695323571091
25818,부산광역시 사상구 주례동,03월 16일,3,16,엘지신주례1,164.85,201910,17,36000,9,1996,백양대로342번길 16,218.3803457688808
26100,부산광역시 사하구 하단동,616-8,616,8,보해이브빌2차,84.87,201910,22,18500,3,2003,하신중앙로 324,217.98044067397194
25958,부산광역시 사하구 다대동,120-1,120,1,다대포현대,84.88,201910,26,18500,23,1993,다대로 473,217.95475966069748
26579,부산광역시 영도구 동삼동,510-37,510,37,동삼절영3,41.85,201910,16,9100,19,1997,와치로 287,217.44324970131422
25770,부산광역시 사상구 모라동,313,313,0,우성2차,59.83,201910,4,13000,22,1996,백양대로934번길 52-30,217.2822998495738
25576,부산광역시 북구 만덕동,925-1,925,1,동원,59.84,201910,29,13000,15,1992,덕천로234번길 7,217.2459893048128
26599,부산광역시 영도구 동삼동,1124,1124,0,함지그린,57.09,201910,9,12400,2,1994,함지로 8,217.20091084252934
25807,부산광역시 사상구 주례동,10월 21일,10,21,반도보라매머드,59.88,201910,1,13000,23,1996,백양대로 372-22,217.1008684034736
26596,부산광역시 영도구 동삼동,656,656,0,조양비취맨션,48.45,201910,19,10500,2,1985,절영로 504,216.71826625386996
26049,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,59.9942,201910,1,13000,18,2005,하신중앙로 2,216.6876131359365
26093,부산광역시 사하구 하단동,1175,1175,0,가락타운3,84.93,201910,3,18400,3,1992,하신중앙로 265,216.64900506299304
26095,부산광역시 사하구 하단동,1175,1175,0,가락타운3,84.96,201910,24,18400,22,1992,하신중앙로 265,216.57250470809794
25760,부산광역시 사상구 모라동,1361,1361,0,모라동원타운,84.97,201910,31,18400,5,1989,백양대로 879,216.54701659409204
25256,부산광역시 부산진구 개금동,57,57,0,우성,127.22,201910,11,27500,14,1989,백양대로208번길 38-25,216.16098097783367
26669,부산광역시 해운대구 반송동,887,887,0,남흥,84.88,201910,14,18300,9,1996,신반송로 163,215.59849198868991
24428,부산광역시 금정구 부곡동,962,962,0,뉴그린1,57.15,201910,2,12300,4,1990,동현로 90,215.2230971128609
25771,부산광역시 사상구 모라동,1362,1362,0,우신모라,59.99,201910,16,12900,5,1992,백양대로 880,215.03583930655108
25660,부산광역시 북구 화명동,206,206,0,도시화명그린(206),49.83,201910,21,10700,9,1996,양달로 53,214.73008227975117
25875,부산광역시 사하구 감천동,567,567,0,부영벽산파라빌,84.9939,201910,17,18210,13,2002,감천로21번길 35,214.25066975394705
25452,부산광역시 부산진구 초읍동,508,508,0,초읍대우,134.64,201910,24,28800,20,2000,성지로94번길 85,213.90374331550805
25986,부산광역시 사하구 다대동,120-10,120,10,삼환,121.65,201910,1,26000,4,1996,다대로429번길 20,213.7279079325935
25866,부산광역시 사상구 학장동,168,168,0,학장벽산,95.95,201910,18,20500,4,1994,학감대로 105-21,213.6529442417926
25912,부산광역시 사하구 괴정동,614-2,614,2,한일하나로,43.56,201910,15,9300,2,1985,사하로141번나길 35-3,213.49862258953166
24635,부산광역시 남구 감만동,208-3,208,3,삼일,49.32,201910,1,10500,4,1985,우암로52번길 71,212.89537712895378
26548,부산광역시 연제구 연산동,1088,1088,0,진일,42.28,201910,6,9000,3,1981,고분로 136,212.86660359508042
24550,부산광역시 기장군 기장읍 서부리,402,402,0,이진테마빌,51.2689,201910,5,10900,18,2000,배산로8번길 65,212.60452242977712
24602,부산광역시 기장군 정관읍 방곡리,385,385,0,서희스타힐스,84.73,201910,29,18000,8,2011,11,212.43951374955742
25664,부산광역시 북구 화명동,313,313,0,도시화명그린(313),59.82,201910,5,12700,13,1996,양달로 80-18,212.30357739886327
25444,부산광역시 부산진구 전포동,661-2,661,2,예일프라자,77.76,201910,3,16500,6,1987,서전로37번길 25-9,212.19135802469134
26668,부산광역시 해운대구 반송동,887,887,0,남흥,84.88,201910,8,18000,5,1996,신반송로 163,212.06409048067863
26671,부산광역시 해운대구 반송동,892,892,0,벽산삼협,59.916,201910,7,12700,22,1997,신반송로 29,211.96341544829428
26092,부산광역시 사하구 하단동,1175,1175,0,가락타운3,84.96,201910,1,18000,7,1992,하신중앙로 265,211.86440677966104
24760,부산광역시 남구 문현동,18,18,0,광원문현맨션,84.96,201910,11,18000,13,1991,고동골로97번길 67,211.86440677966104
26052,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,84.9961,201910,9,18000,21,2005,하신중앙로 2,211.77442259115418
24424,부산광역시 금정구 남산동,374-68,374,68,현대그레이스,57.86,201910,3,12250,6,1994,벅구산로 25-5,211.717939854822
25450,부산광역시 부산진구 초읍동,508,508,0,초읍대우,134.64,201910,10,28500,8,2000,성지로94번길 85,211.67557932263816
26617,부산광역시 영도구 영선동3가,53,53,0,영선무궁화맨션,84.24,201910,24,17800,4,1982,절영로102번길 16,211.30104463437797
25773,부산광역시 사상구 모라동,1362,1362,0,우신모라,47.37,201910,31,10000,15,1992,백양대로 880,211.10407430863418
26101,부산광역시 사하구 하단동,517-6,517,6,지오빌,75.8,201910,2,16000,3,2003,하신번영로300번길 62,211.08179419525067
26603,부산광역시 영도구 동삼동,207-6,207,6,형제오션뷰,84.8096,201910,9,17900,3,2002,태종로 496,211.06101196091006
25028,부산광역시 동래구 명장동,300-55,300,55,동양맨션,58.28,201910,1,12300,2,1982,명서로 160,211.05010295126974
25506,부산광역시 북구 금곡동,1112-2,1112,2,금곡5단지주공,42.75,201910,24,9000,8,1994,효열로37번길 22,210.52631578947367
25042,부산광역시 동래구 명장동,01월 25일,25,1,영산무지개타운,67.54,201910,14,14200,4,1993,충렬사로67번길 13,210.24578027835355
26585,부산광역시 영도구 동삼동,1124-2,1124,2,반도보라비치타운,85.14,201910,26,17900,1,1994,함지로 19,210.24195442800095
26640,부산광역시 영도구 청학동,489-30,489,30,원우엔리치빌,79.9424,201910,10,16800,3,2004,조내기로 38,210.15130894243853
25560,부산광역시 북구 덕천동,409-2,409,2,삼화,44.979,201910,18,9450,1,1983,만덕대로102번길 17-5,210.09804575468553
26439,부산광역시 연제구 거제동,211-4,211,4,한성,76.2,201910,18,16000,3,1979,교대로24번길 63,209.9737532808399
26073,부산광역시 사하구 장림동,185-1,185,1,장림3차동원,71.54,201910,10,15000,15,1999,다대로227번길 37,209.67291025999438
25867,부산광역시 사상구 학장동,168,168,0,학장벽산,119.24,201910,27,25000,3,1994,학감대로 105-21,209.66118752096614
26096,부산광역시 사하구 하단동,1175,1175,0,가락타운3,84.93,201910,25,17800,2,1992,하신중앙로 265,209.5843635935476
25454,부산광역시 부산진구 초읍동,281-3,281,3,한성빌리지,164.83,201910,21,34500,3,1992,새싹로277번길 9,209.30655827215918
26215,부산광역시 서구 암남동,81-23,81,23,삼경빌라맨션,84.58,201910,11,17700,10,1989,감천로 277,209.26933081106645
26689,부산광역시 해운대구 반여동,1063-2,1063,2,벽산한솔타운,59.794,201910,5,12500,5,1995,삼어로 103,209.05107535873165
25663,부산광역시 북구 화명동,313,313,0,도시화명그린(313),59.82,201910,3,12500,4,1996,양달로 80-18,208.9602139752591
26030,부산광역시 사하구 신평동,408,408,0,신익강변타운,71.4,201910,10,14900,5,1992,하신중앙로 180,208.68347338935573
25871,부산광역시 사하구 감천동,648,648,0,동일,63.27,201910,21,13200,2,1987,감천로 53,208.62968231389283
24832,부산광역시 남구 용호동,776-3,776,3,벽산화이트타워,59.97,201910,20,12500,16,1994,용호로269번길 90,208.43755210938804
25629,부산광역시 북구 화명동,512,512,0,그린숲속아파트,59.82,201910,15,12450,12,1996,산성로 88,208.12437311935807
26211,부산광역시 서구 아미동2가,Jan-41,41,1,남부,57.85,201910,10,12000,2,1976,까치고개로197번길 25-1,207.43301642178045
25236,부산광역시 부산진구 개금동,06월 19일,19,6,반도보라맨션,84.975,201910,19,17600,16,1994,개금본동로 42,207.11974110032364
26706,부산광역시 해운대구 반여동,692-6,692,6,신동타워맨션,82.094,201910,8,17000,17,1993,삼어로 149,207.07968913684314
25510,부산광역시 북구 금곡동,Oct-97,97,10,금곡화목타운,68.12,201910,4,14100,10,1994,효열로220번길 22,206.98766881972986
26054,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,59.9942,201910,10,12400,15,2005,하신중앙로 2,206.68664637581634
25375,부산광역시 부산진구 부암동,560-14,560,14,협성피닉스타운,84.78,201910,2,17500,7,1993,당감로 118,206.41660769049304
25558,부산광역시 북구 덕천동,342-2,342,2,부영,64.49,201910,12,13300,4,1983,만덕대로77번길 30,206.2335245774539
26570,부산광역시 영도구 동삼동,510-33,510,33,국제마마뉴비치타운,121.26,201910,20,25000,9,1995,중리로 32,206.1685634174501
26031,부산광역시 사하구 신평동,408,408,0,신익강변타운,84.9,201910,30,17500,13,1992,하신중앙로 180,206.1248527679623
25475,부산광역시 북구 구포동,1103-2,1103,2,구포현대,84.91,201910,4,17500,8,1994,백양대로 1003,206.10057708161582
26869,부산광역시 해운대구 재송동,1023,1023,0,센텀삼익아파트,70.58,201910,30,14500,8,1981,해운대로61번가길 6,205.44063474071976
25830,부산광역시 사상구 주례동,122,122,0,조양,66.69,201910,10,13700,4,1984,냉정로 56,205.42810016494226
25094,부산광역시 동래구 사직동,597,597,0,한신,126.65,201910,21,26000,22,1999,쇠미로81번길 33,205.29016975917884
25035,부산광역시 동래구 명장동,143-2,143,2,새동양맨숀,56.02,201910,15,11500,3,1983,명장로64번길 36,205.28382720456977
26451,부산광역시 연제구 연산동,1122-1,1122,1,남일,73.09,201910,12,15000,1,1976,중앙대로 1159,205.22643316459158
24465,부산광역시 금정구 부곡동,364-15,364,15,현대,84.845,201910,7,17400,4,1989,동부곡로27번길 85,205.07985149390063
26056,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,59.9942,201910,19,12300,13,2005,하신중앙로 2,205.01981858246296
24831,부산광역시 남구 용호동,776-3,776,3,벽산화이트타워,84.91,201910,17,17400,10,1994,용호로269번길 90,204.92285949829233
25235,부산광역시 부산진구 개금동,06월 19일,19,6,반도보라맨션,84.975,201910,17,17400,11,1994,개금본동로 42,204.76610767872904
26584,부산광역시 영도구 동삼동,1124-2,1124,2,반도보라비치타운,134.31,201910,24,27500,17,1994,함지로 19,204.75020475020474
25929,부산광역시 사하구 다대동,80-14,80,14,다대다해,44.94,201910,13,9200,1,1986,다송로 7,204.71740097908324
25792,부산광역시 사상구 엄궁동,669-2,669,2,엄궁대림,131.98,201910,12,27000,17,1999,엄궁로 158,204.57645097742085
24879,부산광역시 남구 용호동,537-13,537,13,한진훼미리타운,48.72,201910,9,9950,14,1996,용호로232번길 61,204.2282430213465
25845,부산광역시 사상구 주례동,530-5,530,5,현대무지개타운,114.625,201910,11,23400,4,1993,주례로 93,204.14394765539805
25627,부산광역시 북구 화명동,512,512,0,그린숲속아파트,59.82,201910,5,12200,13,1996,산성로 88,203.9451688398529
24443,부산광역시 금정구 부곡동,958,958,0,부곡시영,40.23,201910,8,8200,6,1991,동현로 67,203.8279890628884
26041,부산광역시 사하구 신평동,400,400,0,현대,84.96,201910,10,17300,20,1994,하신중앙로 170,203.62523540489644
24634,부산광역시 남구 감만동,225-2,225,2,감만현대1차,59.92,201910,26,12200,6,1996,우암로2번길 5,203.60480640854473
25041,부산광역시 동래구 명장동,01월 25일,25,1,영산무지개타운,84.975,201910,14,17300,5,1993,충렬사로67번길 13,203.58929096793176
26071,부산광역시 사하구 장림동,16,16,0,신세대지큐빌,49.14,201910,25,10000,9,2003,다대로277번길 85,203.5002035002035
26068,부산광역시 사하구 장림동,16,16,0,신세대지큐빌,49.14,201910,25,10000,16,2003,다대로277번길 85,203.5002035002035
26067,부산광역시 사하구 장림동,16,16,0,신세대지큐빌,49.14,201910,25,10000,14,2003,다대로277번길 85,203.5002035002035
25895,부산광역시 사하구 괴정동,1065,1065,0,괴정자유3,58.975,201910,9,12000,8,1997,승학로233번길 33,203.47604917337856
24348,부산광역시 강서구 지사동,1186,1186,0,협성 · DS 엘리시안,59.9588,201910,16,12200,2,2015,과학산단로306번길 10,203.47305149536015
25745,부산광역시 사상구 덕포동,789,789,0,남영,48.39,201910,23,9800,1,1993,백양대로 716,202.5211820624096
25744,부산광역시 사상구 덕포동,789,789,0,남영,37.62,201910,1,7600,1,1993,백양대로 716,202.02020202020202
25589,부산광역시 북구 만덕동,670,670,0,만덕대진,47.14,201910,21,9500,5,1979,만덕1로 92,201.52736529486634
26988,부산광역시 해운대구 중동,1521-32,1521,32,마마 아파트,84.86,201910,23,17100,10,1990,좌동순환로 405,201.5083667216592
25865,부산광역시 사상구 학장동,168,168,0,학장벽산,119.24,201910,8,24000,9,1994,학감대로 105-21,201.2747400201275
25156,부산광역시 동래구 온천동,1056-37,1056,37,남도그린빌라,87.12,201910,21,17500,9,1992,금정마을로139번길 53,200.87235996326905
26626,부산광역시 영도구 영선동4가,1298,1298,0,영선2동4동,36.36,201910,26,7300,3,1969,절영로 227,200.77007700770076
25630,부산광역시 북구 화명동,512,512,0,그린숲속아파트,59.82,201910,28,12000,10,1996,산성로 88,200.60180541624874
25574,부산광역시 북구 만덕동,925-1,925,1,동원,59.84,201910,17,12000,7,1992,덕천로234번길 7,200.53475935828877
25573,부산광역시 북구 만덕동,925-1,925,1,동원,59.84,201910,17,12000,3,1992,덕천로234번길 7,200.53475935828877
25570,부산광역시 북구 만덕동,927-1,927,1,대성타워,84.78,201910,11,17000,6,1991,덕천로259번길 30,200.51899032790752
25955,부산광역시 사하구 다대동,120-1,120,1,다대포현대,79.8,201910,11,16000,4,1993,다대로 473,200.5012531328321
26010,부산광역시 사하구 당리동,407,407,0,당리신익,84.79,201910,9,17000,7,1992,승학로 123-4,200.4953414317726
25507,부산광역시 북구 금곡동,1110,1110,0,금곡6단지주공,48.89,201910,26,9800,11,1995,효열로 40,200.4499897729597
25662,부산광역시 북구 화명동,295,295,0,도시화명그린(295),49.42,201910,21,9900,14,1996,양달로 69,200.32375556454875
26677,부산광역시 해운대구 반송동,888,888,0,삼한그린타운1,84.87,201910,7,17000,19,1995,신반송로 171,200.30635088959585
25152,부산광역시 동래구 안락동,962,962,0,화목,134.82,201910,7,27000,9,1990,충렬사로 39,200.26702269692925
24342,부산광역시 강서구 신호동,205-1,205,1,부산신호윌더하임,97.376,201910,12,19500,11,2005,신호산단3로 55,200.25468287873807
26057,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,59.9942,201910,27,12000,21,2005,하신중앙로 2,200.0193352024029
26655,부산광역시 중구 보수동3가,58,58,0,신보수맨션,64.79,201910,28,12950,1,1972,흑교로67번길 37,199.87652415496217
25954,부산광역시 사하구 다대동,120-1,120,1,다대포현대,185.23,201910,10,37000,7,1993,다대로 473,199.75166009825622
25971,부산광역시 사하구 다대동,113-11,113,11,다대해송,52.11,201910,1,10400,2,1991,다대로 470,199.57781615812704
25556,부산광역시 북구 덕천동,802,802,0,덕천주공1,38.64,201910,24,7700,4,1991,덕천로 72,199.27536231884056
26055,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,84.9961,201910,13,16900,10,2005,하신중앙로 2,198.83265232169475
25529,부산광역시 북구 금곡동,Nov-97,97,11,협진태양·조성아파트,67.97,201910,31,13500,9,1994,효열로162번길 41,198.6170369280565
26867,부산광역시 해운대구 재송동,1023,1023,0,센텀삼익아파트,70.58,201910,20,14000,6,1981,해운대로61번가길 6,198.35647492207426
26866,부산광역시 해운대구 재송동,1023,1023,0,센텀삼익아파트,70.582,201910,17,14000,4,1981,해운대로61번가길 6,198.35085432546543
25583,부산광역시 북구 만덕동,911-3,911,3,럭키2,84.94,201910,20,16800,15,1992,덕천로234번길 34,197.78667294560867
25985,부산광역시 사하구 다대동,1550,1550,0,몰운대,49.08,201910,28,9700,11,1996,다대낙조2길 12,197.63651181744092
26219,부산광역시 서구 암남동,206-1,206,1,송도삼정비치맨션,49.68,201910,31,9800,3,1988,충무대로 64,197.26247987117551
25093,부산광역시 동래구 사직동,597,597,0,한신,164.93,201910,16,32500,8,1999,쇠미로81번길 33,197.05329533741588
24762,부산광역시 남구 문현동,238-233,238,233,대도라이프타운,71.67,201910,7,14100,10,1992,수영로39번가길 83,196.73503557974047
25526,부산광역시 북구 금곡동,Jan-94,94,1,유림2차(2),119.47,201910,8,23500,12,1994,금곡대로616번길 57,196.70210094584414
26053,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,59.9942,201910,10,11800,9,2005,하신중앙로 2,196.6856796156962
24761,부산광역시 남구 문현동,18,18,0,광원문현맨션,84.96,201910,26,16700,12,1991,고동골로97번길 67,196.56308851224108
24798,부산광역시 남구 용당동,580-10,580,10,용당창조,45.83,201910,3,9000,8,1994,유엔평화로 136-1,196.37791839406503
25901,부산광역시 사하구 괴정동,352-34,352,34,벽산하이츠타운,84.66,201910,19,16600,5,1995,오작로 104,196.07843137254903
26473,부산광역시 연제구 연산동,603-6,603,6,동서상가,71.4,201910,25,14000,3,1978,반송로 22,196.078431372549
26050,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,59.9942,201910,1,11700,1,2005,하신중앙로 2,195.01885182234284
25501,부산광역시 북구 금곡동,Jan-57,57,1,금곡3단지주공,49.77,201910,14,9700,6,1994,효열로220번길 23,194.89652401044805
26549,부산광역시 연제구 연산동,1088,1088,0,진일,48.76,201910,25,9500,4,1981,고분로 136,194.8318293683347
25568,부산광역시 북구 만덕동,216-7,216,7,그린코아,84.69,201910,7,16500,15,1991,덕천로234번길 47,194.82819695359547
25851,부산광역시 사상구 학장동,819,819,0,금강,84.81,201910,22,16500,12,1992,대동로64번길 25,194.55252918287937
26631,부산광역시 영도구 청학동,69-83,69,83,미주비치,84.94,201910,12,16500,12,1999,일산봉로 62,194.25476807157995
25628,부산광역시 북구 화명동,512,512,0,그린숲속아파트,59.82,201910,6,11600,8,1996,산성로 88,193.91507856904045
25754,부산광역시 사상구 덕포동,761-1,761,1,자유,39.72,201910,2,7700,6,1989,백양대로 820,193.85699899295065
25577,부산광역시 북구 만덕동,839-1,839,1,동원맨션,56.85,201910,1,11000,1,1988,덕천로276번길 5,193.49164467897975
25285,부산광역시 부산진구 당감동,659-1,659,1,태우선파크,126.91,201910,15,24500,5,1994,백양순환로35번길 43,193.05019305019306
24880,부산광역시 남구 용호동,537-13,537,13,한진훼미리타운,48.72,201910,14,9400,11,1996,용호로232번길 61,192.9392446633826
26623,부산광역시 영도구 영선동4가,1278,1278,0,영선1동,36.36,201910,9,7000,1,1969,절영로 227,192.51925192519252
26627,부산광역시 영도구 영선동4가,1298,1298,0,영선2동4동,36.36,201910,27,7000,4,1969,절영로 227,192.51925192519252
25564,부산광역시 북구 덕천동,406,406,0,한성,41.56,201910,21,8000,2,1983,만덕대로142번길 32,192.49278152069297
25562,부산광역시 북구 덕천동,365-11,365,11,일동파크맨션,57.15,201910,25,11000,4,1985,만덕대로155번길 42,192.47594050743658
24788,부산광역시 남구 문현동,351-7,351,7,세영맨션,57.15,201910,8,11000,1,1985,장고개로 108,192.47594050743658
26175,부산광역시 서구 서대신동3가,387-9,387,9,부산빌라트,80.61,201910,21,15500,3,2000,구덕로327번길 12,192.28383575238803
25540,부산광역시 북구 덕천동,347-3,347,3,경인,61.92,201910,11,11900,3,1982,만덕대로27번길 31,192.18346253229973
