,아파트,가격,지역
20892,신천가람타운,16900,대구광역시 동구 신천동
20893,신천가람타운,18800,대구광역시 동구 신천동
20894,신천가람타운,26000,대구광역시 동구 신천동
20895,신천가람타운,27250,대구광역시 동구 신천동
20896,신천가람타운,18700,대구광역시 동구 신천동
20897,신천보성,18300,대구광역시 동구 신천동
20898,신천보성,11900,대구광역시 동구 신천동
20899,신천역 까사밀라 101동,7550,대구광역시 동구 신천동
20900,신천자이,42800,대구광역시 동구 신천동
20901,신천자이,41200,대구광역시 동구 신천동
20902,신천자이,44100,대구광역시 동구 신천동
20903,신천자이,44000,대구광역시 동구 신천동
20904,신천자이,43500,대구광역시 동구 신천동
20905,신천자이,44000,대구광역시 동구 신천동
20906,신천주공2,17800,대구광역시 동구 신천동
20907,신천청아람,40900,대구광역시 동구 신천동
20908,신천청아람,35700,대구광역시 동구 신천동
20909,신천청아람,34000,대구광역시 동구 신천동
20910,신천휴먼시아5단지,37500,대구광역시 동구 신천동
20911,신천휴먼시아6단지,31450,대구광역시 동구 신천동
20912,오성파크2차,31300,대구광역시 동구 신천동
20913,우방푸른타운,17800,대구광역시 동구 신천동
20914,코스모스,22000,대구광역시 동구 신천동
20915,태공,13300,대구광역시 동구 신천동
20916,태공,15500,대구광역시 동구 신천동
20917,화성파크드림이스트밸리,51700,대구광역시 동구 신천동
20918,화성파크드림이스트밸리,53900,대구광역시 동구 신천동
20919,화성파크드림이스트밸리,39200,대구광역시 동구 신천동
20920,효신,26500,대구광역시 동구 신천동
20921,효신,26500,대구광역시 동구 신천동
20922,강변동서마을,18700,대구광역시 동구 용계동
20923,강변동서마을,26800,대구광역시 동구 용계동
20924,백자,17400,대구광역시 동구 용계동
20925,용계삼산타운,14500,대구광역시 동구 용계동
20926,율하역엘크루아파트,29200,대구광역시 동구 용계동
20927,율하역엘크루아파트,29000,대구광역시 동구 용계동
20928,은하,16300,대구광역시 동구 용계동
20929,대구율하2세계육상선수촌1단지,64000,대구광역시 동구 율하동
20930,대구율하2세계육상선수촌1단지,53100,대구광역시 동구 율하동
20931,대구율하2세계육상선수촌1단지,44000,대구광역시 동구 율하동
20932,대구율하2세계육상선수촌2단지,38000,대구광역시 동구 율하동
20933,대구율하2세계육상선수촌2단지,32900,대구광역시 동구 율하동
20934,대구율하2세계육상선수촌2단지,36000,대구광역시 동구 율하동
20935,대구율하2세계육상선수촌2단지,33000,대구광역시 동구 율하동
20936,대구율하2세계육상선수촌2단지,33500,대구광역시 동구 율하동
20937,대구율하2세계육상선수촌2단지,38500,대구광역시 동구 율하동
20938,우방아이유쉘,36000,대구광역시 동구 율하동
20939,우방아이유쉘,32800,대구광역시 동구 율하동
20940,우방아이유쉘,33500,대구광역시 동구 율하동
20941,우방아이유쉘,33400,대구광역시 동구 율하동
20942,우방아이유쉘,35800,대구광역시 동구 율하동
20943,우방아이유쉘,32500,대구광역시 동구 율하동
20944,우방아이유쉘,34900,대구광역시 동구 율하동
20945,율하 뜨란채,17000,대구광역시 동구 율하동
20946,율하 뜨란채,17200,대구광역시 동구 율하동
20947,율하 뜨란채,17400,대구광역시 동구 율하동
20948,율하롯데캐슬TOPCLASS,48500,대구광역시 동구 율하동
20949,율하롯데캐슬TOPCLASS,52700,대구광역시 동구 율하동
20950,율하휴먼시아11단지,34500,대구광역시 동구 율하동
20951,율하휴먼시아11단지,27900,대구광역시 동구 율하동
20952,율하휴먼시아12단지,42600,대구광역시 동구 율하동
20953,율하휴먼시아9단지,30200,대구광역시 동구 율하동
20954,율하휴먼시아9단지,31750,대구광역시 동구 율하동
20955,동촌화성타운,21900,대구광역시 동구 입석동
20956,유선아덴힐즈,18000,대구광역시 동구 입석동
20957,명산화성빌라트,13500,대구광역시 동구 지묘동
20958,왕산우방타운,12000,대구광역시 동구 지묘동
20959,태왕그린힐즈,12600,대구광역시 동구 지묘동
20960,태왕그린힐즈,10800,대구광역시 동구 지묘동
20961,태왕그린힐즈,22000,대구광역시 동구 지묘동
20962,팔공보성1차,19700,대구광역시 동구 지묘동
20963,팔공보성1차,18900,대구광역시 동구 지묘동
20964,팔공보성1차,20900,대구광역시 동구 지묘동
20965,팔공보성타운2,33000,대구광역시 동구 지묘동
20966,팔공보성타운2,11500,대구광역시 동구 지묘동
20967,팔공보성타운2,18000,대구광역시 동구 지묘동
20968,팔공보성타운2,10000,대구광역시 동구 지묘동
20969,팔공보성타운3,14900,대구광역시 동구 지묘동
20970,화성명산타운,17200,대구광역시 동구 지묘동
20971,화성명산타운,9850,대구광역시 동구 지묘동
20972,부민스위트빌,17300,대구광역시 동구 지저동
20973,태왕아너스리버파크,30400,대구광역시 동구 지저동
20974,팔공,11400,대구광역시 동구 지저동
20975,동촌강나루타운,16450,대구광역시 동구 효목동
20976,용림,14300,대구광역시 동구 효목동
20977,우왕(199-16),15200,대구광역시 동구 효목동
20978,진로이스트타운,29900,대구광역시 동구 효목동
20979,진로이스트타운,34700,대구광역시 동구 효목동
20980,청솔(288-2),19000,대구광역시 동구 효목동
20981,태왕메트로시티,31000,대구광역시 동구 효목동
20982,태왕메트로시티,24800,대구광역시 동구 효목동
20983,태왕메트로시티,18900,대구광역시 동구 효목동
20984,태왕메트로시티,32000,대구광역시 동구 효목동
20985,태왕메트로시티,26300,대구광역시 동구 효목동
20986,태왕메트로시티,18400,대구광역시 동구 효목동
20987,태왕메트로시티,18600,대구광역시 동구 효목동
20988,태왕메트로시티,18600,대구광역시 동구 효목동
20989,태왕메트로시티,25600,대구광역시 동구 효목동
20990,태왕메트로시티,19000,대구광역시 동구 효목동
20991,효목우방맨션,14750,대구광역시 동구 효목동
20992,효목우방맨션,15400,대구광역시 동구 효목동
20993,민들레,10000,대구광역시 북구 검단동
20994,민들레,11000,대구광역시 북구 검단동
20995,민들레,11700,대구광역시 북구 검단동
20996,유성청구,10200,대구광역시 북구 검단동
20997,유성청구,9100,대구광역시 북구 검단동
20998,유성청구,10170,대구광역시 북구 검단동
20999,유성청구,10450,대구광역시 북구 검단동
21000,유성청구,9600,대구광역시 북구 검단동
21001,고성,14000,대구광역시 북구 고성동2가
21002,동화훼밀리타운,23800,대구광역시 북구 관음동
21003,칠곡동화타운,15100,대구광역시 북구 관음동
21004,칠곡동화타운,15800,대구광역시 북구 관음동
21005,칠곡서한맨션,17300,대구광역시 북구 관음동
21006,칠곡한양2,12900,대구광역시 북구 관음동
21007,칠곡한양2,12800,대구광역시 북구 관음동
21008,칠곡한양2,17100,대구광역시 북구 관음동
21009,그린빌2차,19500,대구광역시 북구 구암동
21010,그린빌2차,26900,대구광역시 북구 구암동
21011,그린빌3차,13700,대구광역시 북구 구암동
21012,그린빌3차,13250,대구광역시 북구 구암동
21013,그린빌3차,11000,대구광역시 북구 구암동
21014,그린빌3차,13300,대구광역시 북구 구암동
21015,그린빌3차,11000,대구광역시 북구 구암동
21016,그린빌3차,12900,대구광역시 북구 구암동
21017,그린빌4차,17500,대구광역시 북구 구암동
21018,그린빌4차,20500,대구광역시 북구 구암동
21019,그린빌4차,18500,대구광역시 북구 구암동
21020,그린빌4차,18800,대구광역시 북구 구암동
21021,금빛타운,22400,대구광역시 북구 구암동
21022,금빛타운,27100,대구광역시 북구 구암동
21023,금빛타운,27100,대구광역시 북구 구암동
21024,부영5차,19000,대구광역시 북구 구암동
21025,부영5차,21900,대구광역시 북구 구암동
21026,부영5차,23700,대구광역시 북구 구암동
21027,부영6차,16800,대구광역시 북구 구암동
21028,부영6차,24500,대구광역시 북구 구암동
21029,부영6차,23950,대구광역시 북구 구암동
21030,부영7차,23500,대구광역시 북구 구암동
21031,부영7차,22200,대구광역시 북구 구암동
21032,칠곡2동서타운,19375,대구광역시 북구 구암동
21033,칠곡건영,14500,대구광역시 북구 구암동
21034,칠곡건영,15200,대구광역시 북구 구암동
21035,칠곡건영,14500,대구광역시 북구 구암동
21036,칠곡동서영남,15200,대구광역시 북구 구암동
21037,칠곡동서영남,14500,대구광역시 북구 구암동
21038,칠곡미래타운,21300,대구광역시 북구 구암동
21039,칠곡미래타운,20900,대구광역시 북구 구암동
21040,칠곡미래타운,21000,대구광역시 북구 구암동
21041,칠곡서한타운3,14000,대구광역시 북구 구암동
21042,칠곡청구타운,14900,대구광역시 북구 구암동
21043,칠곡한라타운2,12600,대구광역시 북구 구암동
21044,칠곡한라타운2,14000,대구광역시 북구 구암동
21045,화성그랜드파크,32600,대구광역시 북구 구암동
21046,화성그랜드파크,33500,대구광역시 북구 구암동
21047,화성그랜드파크,40000,대구광역시 북구 구암동
21048,화성그랜드파크,35000,대구광역시 북구 구암동
21049,그린빌1차,10600,대구광역시 북구 국우동
21050,그린빌6단지,15400,대구광역시 북구 국우동
21051,그린빌6단지,14800,대구광역시 북구 국우동
21052,그린빌6단지,12850,대구광역시 북구 국우동
21053,그린빌6단지,12950,대구광역시 북구 국우동
21054,그린빌6단지,13500,대구광역시 북구 국우동
21055,부영1차,26000,대구광역시 북구 국우동
21056,칠곡현대아파트,14150,대구광역시 북구 국우동
21057,칠곡현대아파트,19500,대구광역시 북구 국우동
21058,삼일펠리체,21000,대구광역시 북구 노원동1가
21059,광영,8500,대구광역시 북구 노원동2가
21060,노원센트리움,19600,대구광역시 북구 노원동2가
21061,동남상가,18000,대구광역시 북구 노원동2가
21062,동남상가,18500,대구광역시 북구 노원동2가
21063,대구노원한신더휴,31100,대구광역시 북구 노원동3가
21064,대구노원한신더휴,38500,대구광역시 북구 노원동3가
21065,대구노원한신더휴,30800,대구광역시 북구 노원동3가
21066,대구노원한신더휴,39800,대구광역시 북구 노원동3가
21067,대구노원한신더휴,28000,대구광역시 북구 노원동3가
21068,대구노원한신더휴,36200,대구광역시 북구 노원동3가
21069,대구노원한신더휴,40050,대구광역시 북구 노원동3가
21070,대구노원한신더휴,34500,대구광역시 북구 노원동3가
21071,대구노원한신더휴,36500,대구광역시 북구 노원동3가
21072,대구대현엘에이치3단지,45500,대구광역시 북구 대현동
21073,대구대현엘에이치3단지,45500,대구광역시 북구 대현동
21074,대구대현엘에이치3단지,45500,대구광역시 북구 대현동
21075,대구대현엘에이치3단지,42000,대구광역시 북구 대현동
21076,대현뜨란채,29000,대구광역시 북구 대현동
21077,대현뜨란채,26600,대구광역시 북구 대현동
21078,대현휴먼시아2단지,25200,대구광역시 북구 대현동
21079,대현휴먼시아2단지,37500,대구광역시 북구 대현동
21080,대현휴먼시아2단지,29200,대구광역시 북구 대현동
21081,대현휴먼시아2단지,36200,대구광역시 북구 대현동
21082,신화맨션,18500,대구광역시 북구 대현동
21083,유니버시아드선수촌1단지,25000,대구광역시 북구 동변동
21084,유니버시아드선수촌1단지,34700,대구광역시 북구 동변동
21085,유니버시아드선수촌1단지,24000,대구광역시 북구 동변동
21086,유니버시아드선수촌2단지,23700,대구광역시 북구 동변동
21087,유니버시아드선수촌2단지,21300,대구광역시 북구 동변동
21088,유니버시아드선수촌2단지,18000,대구광역시 북구 동변동
21089,유니버시아드선수촌2단지,19500,대구광역시 북구 동변동
21090,주공그린빌8,12200,대구광역시 북구 동변동
21091,주공그린빌8,20100,대구광역시 북구 동변동
21092,주공그린빌8,16000,대구광역시 북구 동변동
21093,주공그린빌8,16000,대구광역시 북구 동변동
21094,주공그린빌8,12380,대구광역시 북구 동변동
21095,주공그린빌8,12800,대구광역시 북구 동변동
21096,주공그린빌8,13000,대구광역시 북구 동변동
21097,주공그린빌8,16400,대구광역시 북구 동변동
21098,주공그린빌8,16000,대구광역시 북구 동변동
21099,동화골든빌,18400,대구광역시 북구 동천동
21100,동화골든빌,17000,대구광역시 북구 동천동
21101,동화골든빌,20400,대구광역시 북구 동천동
21102,동화골든빌,19500,대구광역시 북구 동천동
21103,동화골든빌,17200,대구광역시 북구 동천동
21104,동화골든빌,20200,대구광역시 북구 동천동
21105,동화골든빌,18000,대구광역시 북구 동천동
21106,보성서한타운,10450,대구광역시 북구 동천동
21107,보성서한타운,15800,대구광역시 북구 동천동
21108,보성서한타운,11000,대구광역시 북구 동천동
21109,부영그린타운(2단지),21600,대구광역시 북구 동천동
21110,부영그린타운(2단지),22600,대구광역시 북구 동천동
21111,부영그린타운(2단지),30300,대구광역시 북구 동천동
21112,부영그린타운(2단지),30000,대구광역시 북구 동천동
21113,부영그린타운(2단지),19900,대구광역시 북구 동천동
21114,부영그린타운(2단지),28775,대구광역시 북구 동천동
21115,부영그린타운(2단지),27500,대구광역시 북구 동천동
21116,부영그린타운(2단지),29000,대구광역시 북구 동천동
21117,부영그린타운(2단지),21700,대구광역시 북구 동천동
21118,영남네오빌아트,37000,대구광역시 북구 동천동
21119,영남네오빌아트,36950,대구광역시 북구 동천동
21120,영남네오빌아트,34000,대구광역시 북구 동천동
21121,영남네오빌아트,34200,대구광역시 북구 동천동
21122,영남네오빌아트,33500,대구광역시 북구 동천동
21123,칠곡2영남타운,10280,대구광역시 북구 동천동
21124,칠곡3화성타운,24100,대구광역시 북구 동천동
21125,칠곡3화성타운,19200,대구광역시 북구 동천동
21126,칠곡네스빌,30450,대구광역시 북구 동천동
21127,칠곡화성타운2차,9800,대구광역시 북구 동천동
21128,칠곡화성타운2차,14600,대구광역시 북구 동천동
21129,칠곡화성타운2차,10200,대구광역시 북구 동천동
21130,화성센트럴파크,28900,대구광역시 북구 동천동
21131,화성센트럴파크,22350,대구광역시 북구 동천동
21132,화성센트럴파크,27100,대구광역시 북구 동천동
21133,매천휴먼시아,27000,대구광역시 북구 매천동
21134,매천휴먼시아,26000,대구광역시 북구 매천동
21135,매천휴먼시아,25370,대구광역시 북구 매천동
21136,매천휴먼시아,28550,대구광역시 북구 매천동
21137,매천휴먼시아,29400,대구광역시 북구 매천동
21138,매천휴먼시아,27000,대구광역시 북구 매천동
21139,매천휴먼시아,28150,대구광역시 북구 매천동
21140,매천휴먼시아,27000,대구광역시 북구 매천동
21141,(417-2),25500,대구광역시 북구 복현동
21142,(417-2),23500,대구광역시 북구 복현동
21143,광명,16500,대구광역시 북구 복현동
21144,광명,16200,대구광역시 북구 복현동
21145,복현83시영,12500,대구광역시 북구 복현동
21146,복현건영,33500,대구광역시 북구 복현동
21147,복현건영,20950,대구광역시 북구 복현동
21148,복현대백맨션,16900,대구광역시 북구 복현동
21149,복현블루밍브라운스톤명문세가,48000,대구광역시 북구 복현동
21150,복현서한이다음,23800,대구광역시 북구 복현동
21151,복현서한이다음,17250,대구광역시 북구 복현동
21152,복현서한이다음,24800,대구광역시 북구 복현동
21153,복현서한이다음,24000,대구광역시 북구 복현동
21154,복현서한이다음,18200,대구광역시 북구 복현동
21155,복현우방타운,24500,대구광역시 북구 복현동
21156,복현청구타운,26700,대구광역시 북구 복현동
21157,복현푸르지오,43500,대구광역시 북구 복현동
21158,복현푸르지오,42300,대구광역시 북구 복현동
21159,복현푸르지오,38500,대구광역시 북구 복현동
21160,소라,7300,대구광역시 북구 복현동
21161,장미,10500,대구광역시 북구 복현동
21162,장미,15400,대구광역시 북구 복현동
21163,한라,12880,대구광역시 북구 복현동
21164,한라,13400,대구광역시 북구 복현동
21165,금호서한이다음,30500,대구광역시 북구 사수동
21166,금호서한이다음,28500,대구광역시 북구 사수동
21167,금호서한이다음,31000,대구광역시 북구 사수동
21168,금호서한이다음,40200,대구광역시 북구 사수동
21169,금호서한이다음,31900,대구광역시 북구 사수동
21170,금호서한이다음,29000,대구광역시 북구 사수동
21171,브라운스톤 강북,26800,대구광역시 북구 사수동
21172,브라운스톤 강북,26500,대구광역시 북구 사수동
21173,브라운스톤 강북,27000,대구광역시 북구 사수동
21174,브라운스톤 강북,26400,대구광역시 북구 사수동
21175,이편한세상대구금호,32500,대구광역시 북구 사수동
21176,럭키로얄,14350,대구광역시 북구 산격동
21177,럭키로얄,17400,대구광역시 북구 산격동
21178,산격거평,15000,대구광역시 북구 산격동
21179,산격거평,16500,대구광역시 북구 산격동
21180,산격대우,25000,대구광역시 북구 산격동
21181,산격대우,37300,대구광역시 북구 산격동
21182,산격대우,24900,대구광역시 북구 산격동
21183,산격대우,30000,대구광역시 북구 산격동
21184,산격대우,16300,대구광역시 북구 산격동
21185,산격대우,25500,대구광역시 북구 산격동
21186,산격대우,29800,대구광역시 북구 산격동
21187,산격대우,38200,대구광역시 북구 산격동
21188,산격대우,38000,대구광역시 북구 산격동
21189,산격보성,11000,대구광역시 북구 산격동
21190,산격보성,11500,대구광역시 북구 산격동
21191,산격보성,7700,대구광역시 북구 산격동
21192,산격양우내안애,34000,대구광역시 북구 산격동
21193,산격에덴3,15900,대구광역시 북구 산격동
21194,수정,14000,대구광역시 북구 산격동
21195,동서리치모아,18000,대구광역시 북구 서변동
21196,동서리치모아,22100,대구광역시 북구 서변동
21197,동서변월드메르디앙,29500,대구광역시 북구 서변동
21198,서변청아람,20500,대구광역시 북구 서변동
21199,영남네오빌블루,19000,대구광역시 북구 서변동
21200,영남네오빌블루,21700,대구광역시 북구 서변동
21201,영남네오빌블루,22900,대구광역시 북구 서변동
21202,영남네오빌블루,22500,대구광역시 북구 서변동
21203,화성리버파크1,24000,대구광역시 북구 서변동
21204,화성리버파크1,17600,대구광역시 북구 서변동
21205,화성리버파크2,17000,대구광역시 북구 서변동
21206,화성리버파크2,18400,대구광역시 북구 서변동
21207,SD아이프라임강북,26000,대구광역시 북구 읍내동
21208,SD아이프라임강북,27000,대구광역시 북구 읍내동
21209,SD아이프라임강북,27500,대구광역시 북구 읍내동
21210,SD아이프라임강북,26800,대구광역시 북구 읍내동
21211,SD아이프라임강북,27000,대구광역시 북구 읍내동
21212,공작한양,20900,대구광역시 북구 읍내동
21213,공작한양,18450,대구광역시 북구 읍내동
21214,산호한양,13000,대구광역시 북구 읍내동
21215,산호한양,9150,대구광역시 북구 읍내동
21216,산호한양,14000,대구광역시 북구 읍내동
21217,에덴,7100,대구광역시 북구 읍내동
21218,칠곡목련,15000,대구광역시 북구 읍내동
21219,칠곡목련,14900,대구광역시 북구 읍내동
21220,칠곡목련,15400,대구광역시 북구 읍내동
21221,칠곡우방,16850,대구광역시 북구 읍내동
21222,칠곡이편한세상,42600,대구광역시 북구 읍내동
21223,칠곡한서타운,13500,대구광역시 북구 읍내동
21224,칠곡한서타운,13300,대구광역시 북구 읍내동
21225,코스모스한양,14000,대구광역시 북구 읍내동
21226,코스모스한양,13800,대구광역시 북구 읍내동
21227,금성,23000,대구광역시 북구 칠성동2가
21228,대구역 서희스타힐스,39500,대구광역시 북구 칠성동2가
21229,대구역 서희스타힐스,32000,대구광역시 북구 칠성동2가
21230,대구역 서희스타힐스,39700,대구광역시 북구 칠성동2가
21231,대구역 서희스타힐스,32500,대구광역시 북구 칠성동2가
21232,삼성,24500,대구광역시 북구 칠성동2가
21233,삼성,22700,대구광역시 북구 칠성동2가
21234,새동네,19700,대구광역시 북구 칠성동2가
21235,성광우방타운,27100,대구광역시 북구 칠성동2가
21236,성광우방타운,21250,대구광역시 북구 칠성동2가
21237,성광우방타운,23500,대구광역시 북구 칠성동2가
21238,오페라 삼정 그린코아 더베스트,60350,대구광역시 북구 칠성동2가
21239,오페라 삼정 그린코아 더베스트,67000,대구광역시 북구 칠성동2가
21240,오페라 삼정 그린코아 더베스트,52000,대구광역시 북구 칠성동2가
21241,오페라 삼정 그린코아 더베스트,52500,대구광역시 북구 칠성동2가
21242,오페라 삼정 그린코아 더베스트,89500,대구광역시 북구 칠성동2가
21243,우방플러스빌,12900,대구광역시 북구 칠성동2가
21244,침산1차푸르지오(2-2),79500,대구광역시 북구 칠성동2가
21245,강변일성트루엘,32300,대구광역시 북구 침산동
21246,건영하이츠,22800,대구광역시 북구 침산동
21247,대한동아무지개,23700,대구광역시 북구 침산동
21248,대한동아무지개,30000,대구광역시 북구 침산동
21249,동아침산2무지개,31600,대구광역시 북구 침산동
21250,롯데캐슬오페라,34100,대구광역시 북구 침산동
21251,롯데캐슬오페라,38700,대구광역시 북구 침산동
21252,명성푸르지오,55000,대구광역시 북구 침산동
21253,명성푸르지오,41500,대구광역시 북구 침산동
21254,삼정그린코아,31800,대구광역시 북구 침산동
21255,선학맨션,21200,대구광역시 북구 침산동
21256,선학맨션,20000,대구광역시 북구 침산동
21257,선학맨션,18500,대구광역시 북구 침산동
21258,제일,16300,대구광역시 북구 침산동
21259,청구타운,18000,대구광역시 북구 침산동
21260,청구타운,30400,대구광역시 북구 침산동
21261,청구타운,30400,대구광역시 북구 침산동
21262,청구타운,18000,대구광역시 북구 침산동
21263,청구타운,20000,대구광역시 북구 침산동
21264,청구타운,25600,대구광역시 북구 침산동
21265,청구타운,17000,대구광역시 북구 침산동
21266,침산2지구,12000,대구광역시 북구 침산동
21267,침산2청구타운,19000,대구광역시 북구 침산동
21268,침산2청구타운,24300,대구광역시 북구 침산동
21269,침산2청구타운,19000,대구광역시 북구 침산동
21270,침산2청구타운,18500,대구광역시 북구 침산동
21271,침산남영,15500,대구광역시 북구 침산동
21272,침산남영,12950,대구광역시 북구 침산동
21273,침산동2차쌍용예가,39200,대구광역시 북구 침산동
21274,침산동서,18400,대구광역시 북구 침산동
21275,침산동서,19100,대구광역시 북구 침산동
21276,침산동화타운,14000,대구광역시 북구 침산동
21277,침산태왕리더스,30400,대구광역시 북구 침산동
21278,침산태왕리더스,32000,대구광역시 북구 침산동
21279,침산태왕리더스,31700,대구광역시 북구 침산동
21280,침산화성2,22400,대구광역시 북구 침산동
21281,침산화성2,22300,대구광역시 북구 침산동
21282,침산화성파크드림,41900,대구광역시 북구 침산동
21283,침산화성파크드림,38800,대구광역시 북구 침산동
21284,침산화성파크드림,58000,대구광역시 북구 침산동
21285,코오롱하늘채1단지,52000,대구광역시 북구 침산동
21286,코오롱하늘채1단지,66000,대구광역시 북구 침산동
21287,코오롱하늘채2단지,78500,대구광역시 북구 침산동
21288,코오롱하늘채2단지,55000,대구광역시 북구 침산동
21289,코오롱하늘채2단지,73000,대구광역시 북구 침산동
21290,코오롱하늘채2단지,50000,대구광역시 북구 침산동
21291,한라스카이빌,36900,대구광역시 북구 침산동
21292,남영,16200,대구광역시 북구 태전동
21293,남영,19000,대구광역시 북구 태전동
21294,대백2,12100,대구광역시 북구 태전동
21295,대백2,12400,대구광역시 북구 태전동
21296,두성파크2,16500,대구광역시 북구 태전동
21297,롯데,16900,대구광역시 북구 태전동
21298,매천역더뉴클래스,18700,대구광역시 북구 태전동
21299,미진타운,11950,대구광역시 북구 태전동
21300,미진타운,12400,대구광역시 북구 태전동
21301,삼성,25900,대구광역시 북구 태전동
21302,삼성,14000,대구광역시 북구 태전동
21303,우방타운,14500,대구광역시 북구 태전동
21304,우방타운,13000,대구광역시 북구 태전동
21305,우방타운,18500,대구광역시 북구 태전동
21306,이진캐스빌,28150,대구광역시 북구 태전동
21307,이진캐스빌,27700,대구광역시 북구 태전동
21308,중석타운,13500,대구광역시 북구 태전동
21309,중석타운,13650,대구광역시 북구 태전동
21310,칠곡관음타운,27000,대구광역시 북구 태전동
21311,칠곡관음타운,20000,대구광역시 북구 태전동
21312,칠곡관음타운,26300,대구광역시 북구 태전동
21313,칠곡관음타운,13500,대구광역시 북구 태전동
21314,칠곡대백맨션,21000,대구광역시 북구 태전동
21315,칠곡에덴타운,22000,대구광역시 북구 태전동
21316,칠곡에덴타운,19500,대구광역시 북구 태전동
21317,칠곡에덴타운,20500,대구광역시 북구 태전동
21318,칠곡에덴타운,14700,대구광역시 북구 태전동
21319,칠곡에덴타운,16300,대구광역시 북구 태전동
21320,칠곡에덴타운,15550,대구광역시 북구 태전동
21321,태전3우방타운,15350,대구광역시 북구 태전동
21322,태전3우방타운,13950,대구광역시 북구 태전동
21323,태전역 더뉴클래스,17800,대구광역시 북구 태전동
21324,태전역 더뉴클래스,17150,대구광역시 북구 태전동
21325,한신중앙,8450,대구광역시 북구 태전동
21326,한신중앙,10000,대구광역시 북구 태전동
21327,한신중앙,10100,대구광역시 북구 태전동
21328,한신중앙,10500,대구광역시 북구 태전동
21329,한신중앙,10500,대구광역시 북구 태전동
21330,한일,16200,대구광역시 북구 태전동
21331,현대,19200,대구광역시 북구 태전동
21332,현대전원,15500,대구광역시 북구 태전동
21333,협성휴포레강북,35600,대구광역시 북구 태전동
21334,협성휴포레강북,36500,대구광역시 북구 태전동
21335,협성휴포레강북,34200,대구광역시 북구 태전동
21336,협성휴포레강북,36300,대구광역시 북구 태전동
21337,협성휴포레강북,32000,대구광역시 북구 태전동
21338,협성휴포레강북,35500,대구광역시 북구 태전동
21339,협성휴포레강북,32100,대구광역시 북구 태전동
21340,협성휴포레강북,45300,대구광역시 북구 태전동
21341,협화맨션,19000,대구광역시 북구 태전동
21342,협화맨션,18000,대구광역시 북구 태전동
21343,협화맨션,18500,대구광역시 북구 태전동
21344,화성파크드림와이드,38500,대구광역시 북구 태전동
21345,화성파크드림와이드,27000,대구광역시 북구 태전동
21346,화성파크드림와이드,28000,대구광역시 북구 태전동
21347,대백인터빌,23500,대구광역시 북구 팔달동
21348,대백인터빌,24000,대구광역시 북구 팔달동
21349,두산청구,11450,대구광역시 북구 팔달동
21350,두산청구,22100,대구광역시 북구 팔달동
21351,두산청구,11900,대구광역시 북구 팔달동
21352,두산청구,18400,대구광역시 북구 팔달동
21353,두산청구,11500,대구광역시 북구 팔달동
21354,두산청구,11350,대구광역시 북구 팔달동
21355,광명,11500,대구광역시 서구 내당동
21356,광장타운1차,44000,대구광역시 서구 내당동
21357,광장타운1차,43000,대구광역시 서구 내당동
21358,내당동화타운,15700,대구광역시 서구 내당동
21359,내당시영,25500,대구광역시 서구 내당동
21360,내당시영,23600,대구광역시 서구 내당동
21361,내당시영,26800,대구광역시 서구 내당동
21362,삼익뉴타운,13800,대구광역시 서구 내당동
21363,삼익뉴타운,14100,대구광역시 서구 내당동
21364,삼익뉴타운,27900,대구광역시 서구 내당동
21365,삼익뉴타운,18500,대구광역시 서구 내당동
21366,삼익뉴타운,18150,대구광역시 서구 내당동
21367,삼익뉴타운,22000,대구광역시 서구 내당동
21368,삼익주택,17300,대구광역시 서구 내당동
21369,삼익주택,27000,대구광역시 서구 내당동
21370,삼익주택,40000,대구광역시 서구 내당동
21371,킹스턴파크,29100,대구광역시 서구 내당동
21372,해피스토리,20000,대구광역시 서구 내당동
21373,보성,12000,대구광역시 서구 비산동
21374,비산솔마을,18500,대구광역시 서구 비산동
21375,삼성만평,12000,대구광역시 서구 비산동
21376,삼성만평,11500,대구광역시 서구 비산동
21377,삼성만평,15000,대구광역시 서구 비산동
21378,양문그레이스 A동,24000,대구광역시 서구 비산동
21379,페르하우스트,26900,대구광역시 서구 비산동
21380,페르하우스트,26900,대구광역시 서구 비산동
21381,페르하우스트,27100,대구광역시 서구 비산동
21382,한신휴플러스,28500,대구광역시 서구 비산동
21383,신흥(가),10000,대구광역시 서구 원대동1가
21384,반도,6500,대구광역시 서구 원대동3가
21385,꽃동네,17000,대구광역시 서구 중리동
21386,꽃동네,17950,대구광역시 서구 중리동
21387,시영2,16500,대구광역시 서구 중리동
21388,시영2,15400,대구광역시 서구 중리동
21389,시영2,15800,대구광역시 서구 중리동
21390,신세계,14450,대구광역시 서구 중리동
21391,신세계,16500,대구광역시 서구 중리동
21392,에덴둥지맨션,18750,대구광역시 서구 중리동
21393,일신(719-1),10100,대구광역시 서구 중리동
21394,일신(719-1),10100,대구광역시 서구 중리동
21395,일신(720-1),14000,대구광역시 서구 중리동
21396,중리롯데캐슬,32200,대구광역시 서구 중리동
21397,진달래,9900,대구광역시 서구 중리동
21398,진달래2,15500,대구광역시 서구 중리동
21399,동서1차,14000,대구광역시 서구 평리동
21400,명성,16300,대구광역시 서구 평리동
21401,평리광명아파트,16500,대구광역시 서구 평리동
21402,평리광명아파트,15200,대구광역시 서구 평리동
21403,평리광명아파트,14800,대구광역시 서구 평리동
21404,평리광명아파트,15900,대구광역시 서구 평리동
