,아파트,가격,지역
0,송정한신,10900,강원도 강릉시 견소동
1,송정한신,18500,강원도 강릉시 견소동
2,송정해변신도브래뉴아파트,25000,강원도 강릉시 견소동
3,송정해변신도브래뉴아파트,20600,강원도 강릉시 견소동
4,송정해변신도브래뉴아파트,20500,강원도 강릉시 견소동
5,강릉 교동 풍림아이원 아파트,29200,강원도 강릉시 교동
6,강릉교동롯데캐슬1단지,34300,강원도 강릉시 교동
7,강릉교동롯데캐슬2단지,32500,강원도 강릉시 교동
8,교동1주공,16200,강원도 강릉시 교동
9,교동1주공,21550,강원도 강릉시 교동
10,교동1주공,21800,강원도 강릉시 교동
11,교동1주공,17500,강원도 강릉시 교동
12,교동1주공,20300,강원도 강릉시 교동
13,교동1주공,18600,강원도 강릉시 교동
14,교동2현대,20400,강원도 강릉시 교동
15,교동2현대,22500,강원도 강릉시 교동
16,교동3주공,16600,강원도 강릉시 교동
17,교동3주공,16100,강원도 강릉시 교동
18,교동3주공,17300,강원도 강릉시 교동
19,교동3주공,16150,강원도 강릉시 교동
20,교동이-편한세상,25000,강원도 강릉시 교동
21,교동이-편한세상,25000,강원도 강릉시 교동
22,교동이-편한세상,32500,강원도 강릉시 교동
23,부영3차,20000,강원도 강릉시 교동
24,부영3차,17300,강원도 강릉시 교동
25,부영3차,16800,강원도 강릉시 교동
26,부영3차,19000,강원도 강릉시 교동
27,부영3차,19600,강원도 강릉시 교동
28,부영3차,20300,강원도 강릉시 교동
29,부영3차,19400,강원도 강릉시 교동
30,부영5,19500,강원도 강릉시 교동
31,부영5,19600,강원도 강릉시 교동
32,부영6,20000,강원도 강릉시 교동
33,부영6,20000,강원도 강릉시 교동
34,부영6,16950,강원도 강릉시 교동
35,서일2,4600,강원도 강릉시 교동
36,한신,13200,강원도 강릉시 교동
37,현대,14700,강원도 강릉시 교동
38,현대하이빌,28500,강원도 강릉시 교동
39,삼익그린맨션,21000,강원도 강릉시 남문동
40,내곡동현대,14500,강원도 강릉시 내곡동
41,내곡동현대,17100,강원도 강릉시 내곡동
42,내곡동현대,15100,강원도 강릉시 내곡동
43,내곡시영,4000,강원도 강릉시 내곡동
44,내곡한라,11700,강원도 강릉시 내곡동
45,노암2주공,4200,강원도 강릉시 노암동
46,노암3한라,7400,강원도 강릉시 노암동
47,노암3한라,10700,강원도 강릉시 노암동
48,노암3한라,9700,강원도 강릉시 노암동
49,노암3한라,6000,강원도 강릉시 노암동
50,노암3한라,13000,강원도 강릉시 노암동
51,노암남산현대,15700,강원도 강릉시 노암동
52,노암남산현대,12900,강원도 강릉시 노암동
53,노암남산현대,11300,강원도 강릉시 노암동
54,노암남산현대,13200,강원도 강릉시 노암동
55,신화,13700,강원도 강릉시 노암동
56,양우내안애,24800,강원도 강릉시 노암동
57,양우내안애,24800,강원도 강릉시 노암동
58,양우내안애,16800,강원도 강릉시 노암동
59,영진노암2차,5700,강원도 강릉시 노암동
60,강릉송정 한신더휴,30000,강원도 강릉시 송정동
61,강릉송정 한신더휴,27500,강원도 강릉시 송정동
62,대림맨션,12900,강원도 강릉시 송정동
63,비치소라,4500,강원도 강릉시 송정동
64,삼우은성,11900,강원도 강릉시 송정동
65,삼우은성,15900,강원도 강릉시 송정동
66,근화,9800,강원도 강릉시 연곡면 영진리
67,삼우그린,4800,강원도 강릉시 연곡면 영진리
68,삼우그린,6250,강원도 강릉시 연곡면 영진리
69,삼우그린,6550,강원도 강릉시 연곡면 영진리
70,삼천리,7400,강원도 강릉시 연곡면 영진리
71,영진부영1,13800,강원도 강릉시 연곡면 영진리
72,영진부영2,12500,강원도 강릉시 연곡면 영진리
73,강릉더샵,24000,강원도 강릉시 입암동
74,강릉더샵,23800,강원도 강릉시 입암동
75,강릉더샵,23900,강원도 강릉시 입암동
76,강릉입암동금호어울림,27900,강원도 강릉시 입암동
77,강릉입암동금호어울림,22900,강원도 강릉시 입암동
78,강릉입암동금호어울림,21000,강원도 강릉시 입암동
79,녹원,13000,강원도 강릉시 입암동
80,대인3,6900,강원도 강릉시 입암동
81,대인3,6500,강원도 강릉시 입암동
82,대인3,6850,강원도 강릉시 입암동
83,삼동광업소사원,5000,강원도 강릉시 입암동
84,에버그린,8300,강원도 강릉시 입암동
85,이안강릉타운,19900,강원도 강릉시 입암동
86,이안강릉타운,25000,강원도 강릉시 입암동
87,이안강릉타운,19000,강원도 강릉시 입암동
88,이안강릉타운,17800,강원도 강릉시 입암동
89,이안강릉타운,18250,강원도 강릉시 입암동
90,입암1주공,6200,강원도 강릉시 입암동
91,입암2주공,5800,강원도 강릉시 입암동
92,입암2주공,4800,강원도 강릉시 입암동
93,입암2주공,4600,강원도 강릉시 입암동
94,입암4주공,7500,강원도 강릉시 입암동
95,입암6주공,9350,강원도 강릉시 입암동
96,입암6주공,8900,강원도 강릉시 입암동
97,입암6주공,9000,강원도 강릉시 입암동
98,입암6주공,9800,강원도 강릉시 입암동
99,입암6주공,10000,강원도 강릉시 입암동
100,입암6주공,9200,강원도 강릉시 입암동
101,입암6주공,8200,강원도 강릉시 입암동
102,입암6주공,9300,강원도 강릉시 입암동
103,입암6주공,8600,강원도 강릉시 입암동
104,입암6주공,9400,강원도 강릉시 입암동
105,입암현대,12000,강원도 강릉시 입암동
106,입암현대,16000,강원도 강릉시 입암동
107,입암현대,11000,강원도 강릉시 입암동
108,입암현대,11000,강원도 강릉시 입암동
109,입암현대,11000,강원도 강릉시 입암동
110,입암현대,11400,강원도 강릉시 입암동
111,입암현대,11500,강원도 강릉시 입암동
112,입암현대,12000,강원도 강릉시 입암동
113,입암현대,10500,강원도 강릉시 입암동
114,입암현대,10650,강원도 강릉시 입암동
115,태평양임대,4570,강원도 강릉시 입암동
116,경포현대,14500,강원도 강릉시 저동
117,교항2주공,7700,강원도 강릉시 주문진읍 교항리
118,교항2주공,11000,강원도 강릉시 주문진읍 교항리
119,교항2주공,8700,강원도 강릉시 주문진읍 교항리
120,교항2주공,8200,강원도 강릉시 주문진읍 교항리
121,극동,8000,강원도 강릉시 주문진읍 교항리
122,소훈,5200,강원도 강릉시 주문진읍 교항리
123,소훈4차,5500,강원도 강릉시 주문진읍 교항리
124,우신그린피아임대,7900,강원도 강릉시 주문진읍 교항리
125,우신그린피아임대,6900,강원도 강릉시 주문진읍 교항리
126,주문진 라일플로리스4차,11300,강원도 강릉시 주문진읍 주문리
127,동부,18700,강원도 강릉시 초당동
128,우성,14500,강원도 강릉시 초당동
129,유화3,7300,강원도 강릉시 초당동
130,이화해변(B~D동),4000,강원도 강릉시 초당동
131,이화해변(B~D동),4330,강원도 강릉시 초당동
132,이화해변(B~D동),4150,강원도 강릉시 초당동
133,초당동청마루,23500,강원도 강릉시 초당동
134,현대,11200,강원도 강릉시 초당동
135,현대,10700,강원도 강릉시 초당동
136,고려3,13000,강원도 강릉시 포남동
137,대목5,10900,강원도 강릉시 포남동
138,서일임대,2600,강원도 강릉시 포남동
139,서일임대,2600,강원도 강릉시 포남동
140,영진아파트,4000,강원도 강릉시 포남동
141,용지,7500,강원도 강릉시 포남동
142,일송,9800,강원도 강릉시 포남동
143,일송,9700,강원도 강릉시 포남동
144,일송,10300,강원도 강릉시 포남동
145,일송,9500,강원도 강릉시 포남동
146,일송,10500,강원도 강릉시 포남동
147,일송,9300,강원도 강릉시 포남동
148,일송,10000,강원도 강릉시 포남동
149,일송,9390,강원도 강릉시 포남동
150,일송,9500,강원도 강릉시 포남동
151,일송,10000,강원도 강릉시 포남동
152,일송,10000,강원도 강릉시 포남동
153,일송,10000,강원도 강릉시 포남동
154,청송,16000,강원도 강릉시 포남동
155,청송,17100,강원도 강릉시 포남동
156,포남1주공,6500,강원도 강릉시 포남동
157,포남1주공,6450,강원도 강릉시 포남동
158,포남1주공,6900,강원도 강릉시 포남동
159,포남1주공,7000,강원도 강릉시 포남동
160,포남2주공,7100,강원도 강릉시 포남동
161,강릉홍제힐스테이트,27200,강원도 강릉시 홍제동
162,강릉홍제힐스테이트,29900,강원도 강릉시 홍제동
163,강릉홍제힐스테이트,24700,강원도 강릉시 홍제동
164,엘에이치미디어촌6단지,24000,강원도 강릉시 홍제동
165,엘에이치미디어촌6단지,22000,강원도 강릉시 홍제동
166,엘에이치미디어촌6단지,22000,강원도 강릉시 홍제동
167,우미린아파트,34200,강원도 강릉시 홍제동
168,우미린아파트,34000,강원도 강릉시 홍제동
169,우미린아파트,34900,강원도 강릉시 홍제동
170,우미린아파트,35400,강원도 강릉시 홍제동
171,우미린아파트,30000,강원도 강릉시 홍제동
172,우미린아파트,33900,강원도 강릉시 홍제동
173,우미린아파트,32800,강원도 강릉시 홍제동
174,우미린아파트,31000,강원도 강릉시 홍제동
175,우미린아파트,34500,강원도 강릉시 홍제동
176,우산,6800,강원도 강릉시 홍제동
177,홍제한신휴플러스,29000,강원도 강릉시 홍제동
178,홍제한신휴플러스,28500,강원도 강릉시 홍제동
179,홍제한신휴플러스,22500,강원도 강릉시 홍제동
180,강릉서희스타힐스리버파크,21000,강원도 강릉시 회산동
181,강릉서희스타힐스리버파크,21400,강원도 강릉시 회산동
182,강릉서희스타힐스리버파크,21000,강원도 강릉시 회산동
183,강릉서희스타힐스리버파크,24000,강원도 강릉시 회산동
184,힐스테이트 강릉,24000,강원도 강릉시 회산동
185,힐스테이트 강릉,23000,강원도 강릉시 회산동
186,힐스테이트 강릉,24100,강원도 강릉시 회산동
187,힐스테이트 강릉,25400,강원도 강릉시 회산동
188,간성대명,7100,강원도 고성군 간성읍 상리
189,간성대명,5700,강원도 고성군 간성읍 상리
190,고성삼익레스타운,15000,강원도 고성군 간성읍 신안리
191,고성삼익레스타운,6800,강원도 고성군 간성읍 신안리
192,고성삼익레스타운,6280,강원도 고성군 간성읍 신안리
193,고성삼익레스타운,11050,강원도 고성군 간성읍 신안리
194,동진,5050,강원도 고성군 거진읍 거진리
195,동진,5000,강원도 고성군 거진읍 거진리
196,거진오션상떼빌,19500,강원도 고성군 거진읍 송포리
197,유진클래시움,11500,강원도 고성군 토성면 청간리
198,현진,6500,강원도 동해시 구미동
199,"대동1,2차",11800,강원도 동해시 동회동
200,"대동1,2차",11800,강원도 동해시 동회동
201,"대동1,2차",6200,강원도 동해시 동회동
202,대동3차,6400,강원도 동해시 동회동
203,북삼하우스디아파트,22500,강원도 동해시 동회동
204,현대4차,6400,강원도 동해시 동회동
205,현대4차,8200,강원도 동해시 동회동
206,현대5차,13000,강원도 동해시 동회동
207,현대5차,14000,강원도 동해시 동회동
208,삼본임대,5775,강원도 동해시 묵호진동
209,유한타워광이,4800,강원도 동해시 묵호진동
210,강경,3000,강원도 동해시 발한동
211,강경,3450,강원도 동해시 발한동
212,경민1차,2500,강원도 동해시 발한동
213,경민2차,5500,강원도 동해시 발한동
214,대원,950,강원도 동해시 발한동
215,현대비에스앤씨 현대썬앤빌 동해파크힐,18000,강원도 동해시 발한동
216,현대비에스앤씨 현대썬앤빌 동해파크힐,17100,강원도 동해시 발한동
217,북평주공2차,3900,강원도 동해시 북평동
218,유화맨션,5000,강원도 동해시 북평동
219,아름다운아침,7000,강원도 동해시 쇄운동
220,아름다운아침,9000,강원도 동해시 쇄운동
221,아름다운아침,8250,강원도 동해시 쇄운동
222,승우,4350,강원도 동해시 용정동
223,동해아이파크,26100,강원도 동해시 이도동
224,이도1주공,6600,강원도 동해시 이도동
225,이도1주공,7000,강원도 동해시 이도동
226,이도1주공,5800,강원도 동해시 이도동
227,이도2주공,8800,강원도 동해시 이도동
228,현대,10500,강원도 동해시 이도동
229,동해금호어울림,17800,강원도 동해시 천곡동
230,쌍용,14000,강원도 동해시 천곡동
231,쌍용,15000,강원도 동해시 천곡동
232,천곡주공1차,6100,강원도 동해시 천곡동
233,천곡주공4차,6380,강원도 동해시 천곡동
234,천곡주공4차,5900,강원도 동해시 천곡동
235,천곡주공4차,3900,강원도 동해시 천곡동
236,천곡주공4차,4850,강원도 동해시 천곡동
237,천곡주공4차,4450,강원도 동해시 천곡동
238,한양1차,8640,강원도 동해시 천곡동
239,한양2차,9400,강원도 동해시 천곡동
240,한양수자인,17800,강원도 동해시 천곡동
241,현대1차,9600,강원도 동해시 천곡동
242,현대1차,8800,강원도 동해시 천곡동
243,현대1차,8700,강원도 동해시 천곡동
244,현대1차,9300,강원도 동해시 천곡동
245,현대1차,11000,강원도 동해시 천곡동
246,현대1차,11300,강원도 동해시 천곡동
247,동해하나리움,12700,강원도 동해시 평릉동
248,동해하나리움,13200,강원도 동해시 평릉동
249,동해하나리움,12000,강원도 동해시 평릉동
250,엘리시아,22500,강원도 동해시 평릉동
251,코아루디오션,24300,강원도 동해시 평릉동
252,코아루디오션,23200,강원도 동해시 평릉동
253,동아더프라임1단지,15300,강원도 동해시 효가동
254,동아더프라임2단지,15200,강원도 동해시 효가동
255,동아더프라임2단지,18500,강원도 동해시 효가동
256,명보1차,2900,강원도 동해시 효가동
257,명보1차,3100,강원도 동해시 효가동
258,코아루플러스,19900,강원도 삼척시 건지동
259,e편한세상삼척교동,19800,강원도 삼척시 교동
260,e편한세상삼척교동,17450,강원도 삼척시 교동
261,강부2,4600,강원도 삼척시 교동
262,강부2,3200,강원도 삼척시 교동
263,교동지웰,16000,강원도 삼척시 교동
264,교동지웰,24300,강원도 삼척시 교동
265,교동지웰,23800,강원도 삼척시 교동
266,교동청솔2차,8300,강원도 삼척시 교동
267,교동코아루,8500,강원도 삼척시 교동
268,교동코아루,8350,강원도 삼척시 교동
269,신동아,10000,강원도 삼척시 교동
270,코아루타워,25000,강원도 삼척시 교동
271,현대,6850,강원도 삼척시 교동
272,강부맨션,9100,강원도 삼척시 남양동
273,동화3차,14150,강원도 삼척시 남양동
274,한흥3,5200,강원도 삼척시 남양동
275,한림,2400,강원도 삼척시 도계읍 도계리
276,태진,1800,강원도 삼척시 도계읍 전두리
277,명보1,4900,강원도 삼척시 성북동
278,한양,9000,강원도 삼척시 원당동
279,한양,9000,강원도 삼척시 원당동
280,한양,7700,강원도 삼척시 원당동
281,석미,6800,강원도 삼척시 정상동
282,석미,5350,강원도 삼척시 정상동
283,석미,4900,강원도 삼척시 정상동
284,석미,7000,강원도 삼척시 정상동
285,석미,7200,강원도 삼척시 정상동
286,유성,3900,강원도 삼척시 정상동
287,정상주공,2700,강원도 삼척시 정상동
288,청솔1차,7000,강원도 삼척시 정상동
289,청솔1차,6500,강원도 삼척시 정상동
290,현진에버빌,15000,강원도 삼척시 정상동
291,현진에버빌,19700,강원도 삼척시 정상동
292,남광하우스토리,16800,강원도 속초시 교동
293,남광하우스토리,17000,강원도 속초시 교동
294,남광하우스토리,17500,강원도 속초시 교동
295,대명늘푸른,7700,강원도 속초시 교동
296,대명늘푸른,8400,강원도 속초시 교동
297,대명늘푸른,7950,강원도 속초시 교동
298,동부,13000,강원도 속초시 교동
299,동부,13500,강원도 속초시 교동
300,동부,12200,강원도 속초시 교동
301,럭키설악1,14000,강원도 속초시 교동
302,럭키설악1,8900,강원도 속초시 교동
303,럭키설악2,10800,강원도 속초시 교동
304,로얄2,5100,강원도 속초시 교동
305,로얄2,6700,강원도 속초시 교동
306,로얄나하나(904-5),9200,강원도 속초시 교동
307,로얄나하나(904-5),10000,강원도 속초시 교동
308,로얄나하나(904-5),9500,강원도 속초시 교동
309,명지미래힐,27500,강원도 속초시 교동
310,명지미래힐,20500,강원도 속초시 교동
311,명지미래힐,20900,강원도 속초시 교동
312,삼환,7900,강원도 속초시 교동
313,서울대명1,10800,강원도 속초시 교동
314,석미모닝파크,16000,강원도 속초시 교동
315,설악현대,12000,강원도 속초시 교동
316,설악현대,13000,강원도 속초시 교동
317,속초 교동 블루핀,12740,강원도 속초시 교동
318,속초교동시티프라디움,24700,강원도 속초시 교동
319,속초대명1(대명타워),7300,강원도 속초시 교동
320,속초대명3,9300,강원도 속초시 교동
321,주공2,8500,강원도 속초시 교동
322,청초대우,15500,강원도 속초시 교동
323,청초대우,13800,강원도 속초시 교동
324,청초대우,16500,강원도 속초시 교동
325,현대1,12900,강원도 속초시 교동
326,현대1,11000,강원도 속초시 교동
327,현대1,16000,강원도 속초시 교동
328,현대1,10400,강원도 속초시 교동
329,현대2,20500,강원도 속초시 교동
330,현대2,13000,강원도 속초시 교동
331,현대3,14000,강원도 속초시 교동
332,현대3,11200,강원도 속초시 교동
333,현대3,11000,강원도 속초시 교동
334,보람레이크더하임,29500,강원도 속초시 금호동
335,속초e-편한세상,23000,강원도 속초시 금호동
336,e편한세상 영랑호,36800,강원도 속초시 동명동
337,e편한세상 영랑호,34500,강원도 속초시 동명동
338,e편한세상 영랑호,30000,강원도 속초시 동명동
339,e편한세상 영랑호,27500,강원도 속초시 동명동
340,e편한세상 영랑호,26000,강원도 속초시 동명동
341,e편한세상 영랑호,36500,강원도 속초시 동명동
342,영금정,17000,강원도 속초시 동명동
343,대명드림빌,20000,강원도 속초시 영랑동
344,동현,14000,강원도 속초시 영랑동
345,대광로제비앙,21000,강원도 속초시 조양동
346,대광로제비앙,21200,강원도 속초시 조양동
347,대광로제비앙,19400,강원도 속초시 조양동
348,부영1(동광),17250,강원도 속초시 조양동
349,부영2,9000,강원도 속초시 조양동
350,부영2,9400,강원도 속초시 조양동
351,부영3,10650,강원도 속초시 조양동
352,부영3,10300,강원도 속초시 조양동
353,부영3,10500,강원도 속초시 조양동
354,부영3,10600,강원도 속초시 조양동
355,부영3,10800,강원도 속초시 조양동
356,부영3,14500,강원도 속초시 조양동
357,부영3,10200,강원도 속초시 조양동
358,부영3,16500,강원도 속초시 조양동
359,부영3,21500,강원도 속초시 조양동
360,부영3,10970,강원도 속초시 조양동
361,부영5,7500,강원도 속초시 조양동
362,부영5,6500,강원도 속초시 조양동
363,부영5,9000,강원도 속초시 조양동
364,부영5,7800,강원도 속초시 조양동
365,부영5,7300,강원도 속초시 조양동
366,부영5,6700,강원도 속초시 조양동
367,부영6,7000,강원도 속초시 조양동
368,성호,9900,강원도 속초시 조양동
369,성호,10500,강원도 속초시 조양동
370,성호,7800,강원도 속초시 조양동
371,성호,9900,강원도 속초시 조양동
372,속초 KCC 스위첸,29800,강원도 속초시 조양동
373,속초조양양우내안애아파트,18000,강원도 속초시 조양동
374,속초조양양우내안애아파트,18300,강원도 속초시 조양동
375,속초조양코아루,17500,강원도 속초시 조양동
376,조양1주공,11200,강원도 속초시 조양동
377,조양1주공,11000,강원도 속초시 조양동
378,조양1주공,9750,강원도 속초시 조양동
379,진덕설악,7300,강원도 속초시 조양동
380,효성해링턴플레이스,27290,강원도 속초시 조양동
381,속초청호아이파크,39000,강원도 속초시 청호동
382,속초청호아이파크,45800,강원도 속초시 청호동
383,속초청호아이파크,25700,강원도 속초시 청호동
384,속초청호아이파크,30800,강원도 속초시 청호동
385,경림,10500,강원도 양구군 양구읍 상리
386,서희스타힐스,28500,강원도 양구군 양구읍 상리
387,서희스타힐스,21500,강원도 양구군 양구읍 상리
388,서희스타힐스,22500,강원도 양구군 양구읍 상리
389,포미재,16000,강원도 양구군 양구읍 상리
390,양구석미모닝파크,14800,강원도 양구군 양구읍 정림리
391,양양우미린디오션,23970,강원도 양양군 강현면 강선리
392,썬라이즈빌,19000,강원도 양양군 강현면 정암리
393,설악실크벨리,2730,강원도 양양군 양양읍 거마리
394,설악실크벨리,2880,강원도 양양군 양양읍 거마리
395,로얄타워맨션,7400,강원도 양양군 양양읍 구교리
396,정아골든맨션,5500,강원도 양양군 양양읍 구교리
397,이편한세상양양,17100,강원도 양양군 양양읍 내곡리
398,이편한세상양양,17100,강원도 양양군 양양읍 내곡리
399,하이펠리스,14000,강원도 양양군 양양읍 내곡리
400,양양서문주공,10000,강원도 양양군 양양읍 서문리
401,양양서문주공,11800,강원도 양양군 양양읍 서문리
402,양양코아루,16000,강원도 양양군 양양읍 서문리
403,양양코아루,15200,강원도 양양군 양양읍 서문리
404,정아2,4500,강원도 양양군 양양읍 성내리
405,일심샹스빌2단지,12000,강원도 양양군 양양읍 송암리
406,명지푸르미,12000,강원도 양양군 양양읍 월리
407,명지푸르미,12500,강원도 양양군 양양읍 월리
408,명지푸르미,13300,강원도 양양군 양양읍 월리
409,대목바다마을,6900,강원도 양양군 현남면 광진리
410,대목바다마을,10000,강원도 양양군 현남면 광진리
411,대목바다마을,6800,강원도 양양군 현남면 광진리
412,금용,7000,강원도 영월군 영월읍 덕포리
413,신아,2850,강원도 영월군 영월읍 방절리
414,장미,5300,강원도 영월군 영월읍 영흥리
415,다미아아파트,18000,강원도 영월군 영월읍 하송리
416,드림채,25500,강원도 영월군 영월읍 하송리
417,주공2,5300,강원도 영월군 영월읍 하송리
418,주공2,6100,강원도 영월군 영월읍 하송리
419,주공3,7400,강원도 영월군 영월읍 하송리
420,주공4,11700,강원도 영월군 영월읍 하송리
421,주공4,7700,강원도 영월군 영월읍 하송리
422,하송주공1차,5100,강원도 영월군 영월읍 하송리
423,하송주공1차,5900,강원도 영월군 영월읍 하송리
424,하송주공1차,7000,강원도 영월군 영월읍 하송리
425,하송주공1차,3700,강원도 영월군 영월읍 하송리
426,하송주공1차,4850,강원도 영월군 영월읍 하송리
427,개운한신휴플러스1차,18700,강원도 원주시 개운동
428,개운한신휴플러스1차,19500,강원도 원주시 개운동
429,개운현대,10900,강원도 원주시 개운동
430,개운현대,11800,강원도 원주시 개운동
431,세경,5000,강원도 원주시 개운동
432,원주개운휴먼시아1단지,25000,강원도 원주시 개운동
433,원주힐스테이트,26000,강원도 원주시 개운동
434,원주힐스테이트,24000,강원도 원주시 개운동
435,원흥1단지,5000,강원도 원주시 개운동
436,원흥3단지,6500,강원도 원주시 개운동
437,청솔5차,6850,강원도 원주시 관설동
438,청솔6차,7900,강원도 원주시 관설동
439,청솔6차,8000,강원도 원주시 관설동
440,청솔6차,7200,강원도 원주시 관설동
441,청솔6차,7400,강원도 원주시 관설동
442,청솔8차,7700,강원도 원주시 관설동
443,청솔8차,7700,강원도 원주시 관설동
444,코아루,17500,강원도 원주시 관설동
445,코아루,15650,강원도 원주시 관설동
446,현진에버빌4차,16000,강원도 원주시 관설동
447,단계롯데,11100,강원도 원주시 단계동
448,단계롯데,10300,강원도 원주시 단계동
449,단계이안1단지,18000,강원도 원주시 단계동
450,단계이안2단지,19400,강원도 원주시 단계동
451,라이프타운,15000,강원도 원주시 단계동
452,봉화산e-편한세상,23000,강원도 원주시 단계동
453,봉화산벨라시티,23150,강원도 원주시 단계동
454,봉화산벨라시티,25300,강원도 원주시 단계동
455,봉화산벨라시티,22450,강원도 원주시 단계동
456,봉화산벨라시티,26000,강원도 원주시 단계동
457,성일,11000,강원도 원주시 단계동
458,원주봉화산벨라시티2차아파트,19500,강원도 원주시 단계동
459,원주봉화산벨라시티2차아파트,28000,강원도 원주시 단계동
460,원주봉화산벨라시티2차아파트,27900,강원도 원주시 단계동
461,원주봉화산푸르지오,32500,강원도 원주시 단계동
462,원주봉화산푸르지오,25800,강원도 원주시 단계동
463,코오롱,15200,강원도 원주시 단계동
464,코오롱,11500,강원도 원주시 단계동
465,코오롱,11000,강원도 원주시 단계동
466,현대3차,12800,강원도 원주시 단계동
467,현대3차,11000,강원도 원주시 단계동
468,현진,12200,강원도 원주시 단계동
469,개운2차한신휴플러스,15000,강원도 원주시 단구동
470,개운2차한신휴플러스,20700,강원도 원주시 단구동
471,구곡2현대,12800,강원도 원주시 단구동
472,단구동휴플러스,27000,강원도 원주시 단구동
473,단구동휴플러스,27500,강원도 원주시 단구동
474,단구동휴플러스,27300,강원도 원주시 단구동
475,단구동휴플러스,26900,강원도 원주시 단구동
476,대림,11000,강원도 원주시 단구동
477,대림,10000,강원도 원주시 단구동
478,대림,11500,강원도 원주시 단구동
479,대림,12000,강원도 원주시 단구동
480,두산,19000,강원도 원주시 단구동
481,두산,17500,강원도 원주시 단구동
482,성일,9500,강원도 원주시 단구동
483,세경웰러스,15800,강원도 원주시 단구동
484,세경웰러스,15000,강원도 원주시 단구동
485,원흥4,7400,강원도 원주시 단구동
486,원흥4,6600,강원도 원주시 단구동
487,유승,15000,강원도 원주시 단구동
488,유승,16300,강원도 원주시 단구동
489,중앙하이츠아파트,22500,강원도 원주시 단구동
490,중앙하이츠아파트,20000,강원도 원주시 단구동
491,중앙하이츠아파트,16700,강원도 원주시 단구동
492,중앙하이츠아파트,17500,강원도 원주시 단구동
493,중앙하이츠아파트,17500,강원도 원주시 단구동
494,청솔2차,7700,강원도 원주시 단구동
495,청솔3차,7200,강원도 원주시 단구동
496,청솔4차,7200,강원도 원주시 단구동
497,한일,10900,강원도 원주시 단구동
498,한일,10800,강원도 원주시 단구동
499,한일,8000,강원도 원주시 단구동
500,한일,11700,강원도 원주시 단구동
501,한일,12300,강원도 원주시 단구동
502,현대1,8600,강원도 원주시 단구동
503,현대1,9700,강원도 원주시 단구동
504,현대1,11200,강원도 원주시 단구동
505,현대1,12600,강원도 원주시 단구동
506,현대1,13000,강원도 원주시 단구동
507,현진에버빌,15500,강원도 원주시 단구동
508,현진에버빌,17700,강원도 원주시 단구동
509,현진에버빌,18300,강원도 원주시 단구동
510,현진에버빌2,13500,강원도 원주시 단구동
511,현진에버빌2,13200,강원도 원주시 단구동
512,현진에버빌5차,22500,강원도 원주시 단구동
513,현진에버빌6차,22700,강원도 원주시 단구동
514,구곡청구1단지,17400,강원도 원주시 명륜동
515,구곡청구2단지,13000,강원도 원주시 명륜동
516,구곡청구2단지,11489,강원도 원주시 명륜동
517,단구1차,5100,강원도 원주시 명륜동
518,단구1차,4400,강원도 원주시 명륜동
519,단구1차,3250,강원도 원주시 명륜동
520,단구1차,5500,강원도 원주시 명륜동
521,단구2단지,6350,강원도 원주시 명륜동
522,단구2단지,7000,강원도 원주시 명륜동
523,단구2단지,6400,강원도 원주시 명륜동
524,대성현대,11000,강원도 원주시 명륜동
525,동보노빌리티1,14500,강원도 원주시 명륜동
526,동보노빌리티2,16500,강원도 원주시 명륜동
527,명륜행운주공,6500,강원도 원주시 명륜동
528,성원,15500,강원도 원주시 명륜동
529,세경1,8500,강원도 원주시 명륜동
530,세경1,7500,강원도 원주시 명륜동
531,세경1,8800,강원도 원주시 명륜동
532,영진3,8000,강원도 원주시 명륜동
533,원주삼성,10400,강원도 원주시 명륜동
534,행운,6900,강원도 원주시 명륜동
535,현대1,9300,강원도 원주시 명륜동
536,현대1,8900,강원도 원주시 명륜동
537,뜨란채,18700,강원도 원주시 무실동
538,뜨란채,18400,강원도 원주시 무실동
539,뜨란채,18300,강원도 원주시 무실동
540,무실e-편한세상,37000,강원도 원주시 무실동
541,무실e-편한세상,44600,강원도 원주시 무실동
542,무실우미린,28500,강원도 원주시 무실동
543,무실우미린,25500,강원도 원주시 무실동
544,무실우미린,26000,강원도 원주시 무실동
545,무실우미린,26300,강원도 원주시 무실동
546,무실우미린,26000,강원도 원주시 무실동
547,무실우미린,28900,강원도 원주시 무실동
548,무실주공3단지,14000,강원도 원주시 무실동
549,무실주공3단지,15000,강원도 원주시 무실동
550,무실주공3단지,15200,강원도 원주시 무실동
551,무실주공3단지,14200,강원도 원주시 무실동
552,무실주공3단지,13500,강원도 원주시 무실동
553,무실주공3단지,14000,강원도 원주시 무실동
554,무실주공4단지,17100,강원도 원주시 무실동
555,무실주공4단지,16000,강원도 원주시 무실동
556,무실주공4단지,16500,강원도 원주시 무실동
557,요진보네르카운티,24700,강원도 원주시 무실동
558,요진보네르카운티,25000,강원도 원주시 무실동
559,원주무실6단지휴먼시아,22500,강원도 원주시 무실동
560,원주무실6단지휴먼시아,20500,강원도 원주시 무실동
561,원주무실6단지휴먼시아,21850,강원도 원주시 무실동
562,원주무실6단지휴먼시아,21300,강원도 원주시 무실동
563,원주시 무실 세영리첼 1차,26500,강원도 원주시 무실동
564,원주시 무실 세영리첼 2차 ,26600,강원도 원주시 무실동
